"CBO94";"CBO2002";"cbo";"CIUo88";"titulo"
"32330";"351510";"3515-10";"4111";"Taquígrafos y mecanógrafos"
"32340";"412115";"4121-15";"4111";"Taquígrafos y mecanógrafos"
"32350";"372205";"3722-05";"3132";"Operadores de equipos de radiodifusión, televisión y telecomunicaciones"
"32390";"261305";"2613-05";"2431";"Archiveros y conservadores de museos"
"33115";"413110";"4131-10";"4121";"Empleados de contabilidad y cálculo de costos"
"33130";"413110";"4131-10";"4121";"Empleados de contabilidad y cálculo de costos"
"33140";"413210";"4132-10";"4122";"Empleados de servicios estadísticos y financieros"
"33145";"421125";"4211-25";"4211";"Cajeros y expendedores de billetes"
"33150";"253305";"2533-05";"3411";"Agentes de bolsa, cambio y otros servicios financieros"
"33155";"353225";"3532-25";"4122";"Empleados de servicios estadísticos y financieros"
"33157";"353230";"3532-30";"4122";"Empleados de servicios estadísticos y financieros"
"33165";"413215";"4132-15";"4122";"Empleados de servicios estadísticos y financieros"
"33175";"413110";"4131-10";"4121";"Empleados de contabilidad y cálculo de costos"
"33190";"141720";"1417-20";"1317";"Gerentes de empresas de intermediación y servicios a empresas"
"33190";"142320";"1423-20";"1233";"Directores de departamentos de ventas y comercialización"
"33190";"253305";"2533-05";"3411";"Agentes de bolsa, cambio y otros servicios financieros"
"33190";"351110";"3511-10";"3431";"Profesionales de nivel medio de servicios administrativos y afines"
"33190";"353205";"3532-05";"4122";"Empleados de servicios estadísticos y financieros"
"33190";"353230";"3532-30";"4122";"Empleados de servicios estadísticos y financieros"
"33190";"410210";"4102-10";"4122";"Empleados de servicios estadísticos y financieros"
"33190";"410220";"4102-20";"4131";"Empleados de control de abastecimientos inventario"
"33190";"410235";"4102-35";"4122";"Empleados de servicios estadísticos y financieros"
"33190";"413105";"4131-05";"4121";"Empleados de contabilidad y cálculo de costos"
"33190";"413110";"4131-10";"4121";"Empleados de contabilidad y cálculo de costos"
"33190";"413210";"4132-10";"4122";"Empleados de servicios estadísticos y financieros"
"33190";"413220";"4132-20";"4122";"Empleados de servicios estadísticos y financieros"
"33190";"413225";"4132-25";"4122";"Empleados de servicios estadísticos y financieros"
"33190";"420105";"4201-05";"4222";"Recepcionistas y empleados de informaciones"
"33190";"421125";"4211-25";"4211";"Cajeros y expendedores de billetes"
"33220";"421105";"4211-05";"4211";"Cajeros y expendedores de billetes"
"33230";"421115";"4211-15";"4211";"Cajeros y expendedores de billetes"
"33235";"511220";"5112-20";"5112";"Revisores, guardas y cobradores de los transportes públicos"
"33240";"421120";"4211-20";"4211";"Cajeros y expendedores de billetes"
"33250";"421210";"4212-10";"4213";"Receptores de apuestas y afines"
"33260";"421205";"4212-05";"4213";"Receptores de apuestas y afines"
"33270";"519940";"5199-40";"9153";"Recolectores de dinero en aparatos de venta automática, lectores de medidores y afines"
"33290";"354815";"3548-15";"3414";"Agentes de viajes"
"33290";"420105";"4201-05";"4222";"Recepcionistas y empleados de informaciones"
"33290";"421110";"4211-10";"4211";"Cajeros y expendedores de billetes"
"33290";"421115";"4211-15";"4211";"Cajeros y expendedores de billetes"
"33290";"421120";"4211-20";"4211";"Cajeros y expendedores de billetes"
"33920";"413110";"4131-10";"4121";"Empleados de contabilidad y cálculo de costos"
"33925";"413230";"4132-30";"4122";"Empleados de servicios estadísticos y financieros"
"33930";"413105";"4131-05";"4121";"Empleados de contabilidad y cálculo de costos"
"33950";"413115";"4131-15";"4121";"Empleados de contabilidad y cálculo de costos"
"33960";"421305";"4213-05";"4215";"Cobradores y afines"
"33970";"411040";"4110-40";"4121";"Empleados de contabilidad y cálculo de costos"
"33990";"252210";"2522-10";"2411";"Contadores"
"33990";"351110";"3511-10";"3431";"Profesionales de nivel medio de servicios administrativos y afines"
"33990";"410105";"4101-05";"4122";"Empleados de servicios estadísticos y financieros"
"33990";"410230";"4102-30";"4122";"Empleados de servicios estadísticos y financieros"
"33990";"411005";"4110-05";"4121";"Empleados de contabilidad y cálculo de costos"
"33990";"411010";"4110-10";"4121";"Empleados de contabilidad y cálculo de costos"
"33990";"413105";"4131-05";"4121";"Empleados de contabilidad y cálculo de costos"
"33990";"413110";"4131-10";"4121";"Empleados de contabilidad y cálculo de costos"
"33990";"413115";"4131-15";"4121";"Empleados de contabilidad y cálculo de costos"
"33990";"413220";"4132-20";"4122";"Empleados de servicios estadísticos y financieros"
"33990";"413225";"4132-25";"4122";"Empleados de servicios estadísticos y financieros"
"33990";"413230";"4132-30";"4122";"Empleados de servicios estadísticos y financieros"
"33990";"420105";"4201-05";"4222";"Recepcionistas y empleados de informaciones"
"33990";"420110";"4201-10";"4222";"Recepcionistas y empleados de informaciones"
"33990";"421125";"4211-25";"4211";"Cajeros y expendedores de billetes"
"33990";"421305";"4213-05";"4215";"Cobradores y afines"
"33990";"421310";"4213-10";"4215";"Cobradores y afines"
"34120";"411010";"4110-10";"4121";"Empleados de contabilidad y cálculo de costos"
"34130";"411010";"4110-10";"4121";"Empleados de contabilidad y cálculo de costos"
"34190";"413110";"4131-10";"4121";"Empleados de contabilidad y cálculo de costos"
"34220";"317205";"3172-05";"3122";"Técnicos en control de equipos informáticos"
"34225";"317205";"3172-05";"3122";"Técnicos en control de equipos informáticos"
"34230";"411010";"4110-10";"4121";"Empleados de contabilidad y cálculo de costos"
"34232";"317205";"3172-05";"3122";"Técnicos en control de equipos informáticos"
"34235";"317205";"3172-05";"3122";"Técnicos en control de equipos informáticos"
"34240";"412110";"4121-10";"4113";"Operadores de entrada de datos"
"34290";"313305";"3133-05";"3114";"Técnicos en electrónica y telecomunicaciones"
"34290";"317205";"3172-05";"3122";"Técnicos en control de equipos informáticos"
"34290";"412110";"4121-10";"4113";"Operadores de entrada de datos"
"34290";"766250";"7662-50";"8251";"Operadores de máquinas de imprenta"
"34290";"954305";"9543-05";"7433";"Sastres, modistos y sombrereros"
"34320";"412110";"4121-10";"4113";"Operadores de entrada de datos"
"34330";"412120";"4121-20";"4113";"Operadores de entrada de datos"
"34390";"412110";"4121-10";"4113";"Operadores de entrada de datos"
"34390";"412120";"4121-20";"4113";"Operadores de entrada de datos"
"34410";"412120";"4121-20";"4113";"Operadores de entrada de datos"
"34415";"391115";"3911-15";"3119";"Técnicos en ciencias físicas y químicas y en ingeniería, no clasificados bajo otros epígrafes"
"34420";"391120";"3911-20";"3119";"Técnicos en ciencias físicas y químicas y en ingeniería, no clasificados bajo otros epígrafes"
"34430";"391120";"3911-20";"3119";"Técnicos en ciencias físicas y químicas y en ingeniería, no clasificados bajo otros epígrafes"
"34440";"142515";"1425-15";"1236";"Directores de departamentos de servicios de informática"
"34490";"342610";"3426-10";"4133";"Empleados de servicios de transporte"
"35120";"342405";"3424-05";"5112";"Revisores, guardas y cobradores de los transportes públicos"
"35190";"342405";"3424-05";"5112";"Revisores, guardas y cobradores de los transportes públicos"
"35190";"511205";"5112-05";"5112";"Revisores, guardas y cobradores de los transportes públicos"
"35190";"991105";"9911-05";"8312";"Guardafrenos, guardagujas y agentes de maniobras"
"35220";"141610";"1416-10";"1226";"Directores de departamentos de producción y operaciones, transporte, almacenamiento y comunicaciones"
"35230";"141610";"1416-10";"1226";"Directores de departamentos de producción y operaciones, transporte, almacenamiento y comunicaciones"
"35290";"412115";"4121-15";"4111";"Taquígrafos y mecanógrafos"
"35290";"415210";"4152-10";"4142";"Empleados de servicios de correos"
"35320";"342520";"3425-20";"3114";"Técnicos en electrónica y telecomunicaciones"
"35330";"342510";"3425-10";"3144";"Controladores de tráfico aéreo"
"35340";"342505";"3425-05";"3144";"Controladores de tráfico aéreo"
"35350";"342515";"3425-15";"3144";"Controladores de tráfico aéreo"
"35390";"342505";"3425-05";"3144";"Controladores de tráfico aéreo"
"35390";"342510";"3425-10";"3144";"Controladores de tráfico aéreo"
"35420";"342305";"3423-05";"4133";"Empleados de servicios de transporte"
"35430";"342310";"3423-10";"4133";"Empleados de servicios de transporte"
"35490";"342305";"3423-05";"4133";"Empleados de servicios de transporte"
"35490";"342310";"3423-10";"4133";"Empleados de servicios de transporte"
"35520";"342610";"3426-10";"4133";"Empleados de servicios de transporte"
"35590";"342605";"3426-05";"4133";"Empleados de servicios de transporte"
"35590";"342610";"3426-10";"4133";"Empleados de servicios de transporte"
"36025";"511210";"5112-10";"5112";"Revisores, guardas y cobradores de los transportes públicos"
"36035";"511205";"5112-05";"5112";"Revisores, guardas y cobradores de los transportes públicos"
"36040";"511215";"5112-15";"5112";"Revisores, guardas y cobradores de los transportes públicos"
"36090";"342505";"3425-05";"3144";"Controladores de tráfico aéreo"
"36090";"342510";"3425-10";"3144";"Controladores de tráfico aéreo"
"36090";"342530";"3425-30";"3144";"Controladores de tráfico aéreo"
"36090";"511205";"5112-05";"5112";"Revisores, guardas y cobradores de los transportes públicos"
"36090";"511210";"5112-10";"5112";"Revisores, guardas y cobradores de los transportes públicos"
"37020";"415210";"4152-10";"4142";"Empleados de servicios de correos"
"37030";"415205";"4152-05";"4142";"Empleados de servicios de correos"
"37040";"415205";"4152-05";"4142";"Empleados de servicios de correos"
"37090";"141610";"1416-10";"1226";"Directores de departamentos de producción y operaciones, transporte, almacenamiento y comunicaciones"
"37090";"391230";"3912-30";"3152";"Inspectores de seguridad y salud y control de calidad"
"37090";"412205";"4122-05";"4190";"Otros oficinistas"
"37090";"415205";"4152-05";"4142";"Empleados de servicios de correos"
"37090";"415210";"4152-10";"4142";"Empleados de servicios de correos"
"38020";"422205";"4222-05";"4223";"Telefonistas"
"38025";"422315";"4223-15";"9113";"Vendedores a domicilio y por teléfono"
"38030";"372205";"3722-05";"3132";"Operadores de equipos de radiodifusión, televisión y telecomunicaciones"
"38040";"372210";"3722-10";"3132";"Operadores de equipos de radiodifusión, televisión y telecomunicaciones"
"38045";"372210";"3722-10";"3132";"Operadores de equipos de radiodifusión, televisión y telecomunicaciones"
"38050";"372210";"3722-10";"3132";"Operadores de equipos de radiodifusión, televisión y telecomunicaciones"
"38060";"372210";"3722-10";"3132";"Operadores de equipos de radiodifusión, televisión y telecomunicaciones"
"38070";"372210";"3722-10";"3132";"Operadores de equipos de radiodifusión, televisión y telecomunicaciones"
"38080";"372205";"3722-05";"3132";"Operadores de equipos de radiodifusión, televisión y telecomunicaciones"
"38085";"422205";"4222-05";"4223";"Telefonistas"
"38090";"372210";"3722-10";"3132";"Operadores de equipos de radiodifusión, televisión y telecomunicaciones"
"38090";"422205";"4222-05";"4223";"Telefonistas"
"39115";"414105";"4141-05";"4131";"Empleados de control de abastecimientos inventario"
"39120";"414110";"4141-10";"4131";"Empleados de control de abastecimientos inventario"
