"CBO94";"CBO2002";"cbo";"CIUo88";"titulo"
"98590";"511205";NA;NA;NA
"98590";"519935";NA;NA;NA
"98590";"782305";NA;NA;NA
"98590";"782310";NA;NA;NA
"98590";"782315";NA;NA;NA
"98590";"782410";NA;NA;NA
"98590";"782415";NA;NA;NA
"98590";"782505";NA;NA;NA
"98590";"782510";NA;NA;NA
"98590";"782515";NA;NA;NA
"98590";"782630";NA;NA;NA
"98590";"783210";NA;NA;NA
"98590";"914405";NA;NA;NA
"98620";"782805";NA;NA;NA
"98630";"782805";NA;NA;NA
"98640";"782810";NA;NA;NA
"98690";"782415";NA;NA;NA
"98915";"782505";NA;NA;NA
"98930";"782210";NA;NA;NA
"98940";"782145";NA;NA;NA
"98945";"783225";NA;NA;NA
"98950";"782820";NA;NA;NA
"98990";"511215";NA;NA;NA
"98990";"991205";NA;NA;NA
"99130";"516610";NA;NA;NA
"99190";"311710";NA;NA;NA
"99190";"414105";NA;NA;NA
"99190";"519205";NA;NA;NA
"99190";"632605";NA;NA;NA
"99190";"724110";NA;NA;NA
"99190";"768105";NA;NA;NA
"99190";"782210";NA;NA;NA
"99190";"862205";NA;NA;NA
"99190";"862305";NA;NA;NA
"99190";"991405";NA;NA;NA
