"CBO94";"CBO2002";"cbo";"CIUo88";"titulo"
"63920";"622015";"6220-15";"6113";"Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines"
"63925";"632015";"6320-15";"6141";"Taladores y otros trabajadores forestales"
"63930";"622020";"6220-20";"6114";"Agricultores y trabajadores calificados de cultivos mixtos"
"63940";"622010";"6220-10";"6113";"Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines"
"63950";"622020";"6220-20";"6114";"Agricultores y trabajadores calificados de cultivos mixtos"
"63990";"621005";"6210-05";"6130";"Productores y trabajadores agropecuarios calificados cuya producción se destina al mercado"
"63990";"622010";"6220-10";"6113";"Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines"
"63990";"622015";"6220-15";"6113";"Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines"
"63990";"622020";"6220-20";"6114";"Agricultores y trabajadores calificados de cultivos mixtos"
"63990";"632010";"6320-10";"6141";"Taladores y otros trabajadores forestales"
"63990";"641015";"6410-15";"8331";"Operadores de maquinaria agrícola y forestal motorizada"
"64120";"623110";"6231-10";"6121";"Criadores de ganado y otros animales domésticos, productores de leche y sus derivados"
"64130";"623115";"6231-15";"6121";"Criadores de ganado y otros animales domésticos, productores de leche y sus derivados"
"64140";"623125";"6231-25";"6129";"Criadores y trabajadores pecuarios calificados de la cría de animales para el mercado y afines, no clasificados bajo otros epígrafes"
"64150";"623105";"6231-05";"6129";"Criadores y trabajadores pecuarios calificados de la cría de animales para el mercado y afines, no clasificados bajo otros epígrafes"
"64160";"623005";"6230-05";"6129";"Criadores y trabajadores pecuarios calificados de la cría de animales para el mercado y afines, no clasificados bajo otros epígrafes"
"64170";"623020";"6230-20";"6129";"Criadores y trabajadores pecuarios calificados de la cría de animales para el mercado y afines, no clasificados bajo otros epígrafes"
"64180";"623115";"6231-15";"6121";"Criadores de ganado y otros animales domésticos, productores de leche y sus derivados"
"64190";"613120";"6131-20";"6121";"Criadores de ganado y otros animales domésticos, productores de leche y sus derivados"
"64190";"623015";"6230-15";"6124";"Criadores y trabajadores calificados de la cría de animales domésticos diversos"
"64190";"623020";"6230-20";"6129";"Criadores y trabajadores pecuarios calificados de la cría de animales para el mercado y afines, no clasificados bajo otros epígrafes"
"64190";"623110";"6231-10";"6121";"Criadores de ganado y otros animales domésticos, productores de leche y sus derivados"
"64190";"623115";"6231-15";"6121";"Criadores de ganado y otros animales domésticos, productores de leche y sus derivados"
"64190";"623120";"6231-20";"6129";"Criadores y trabajadores pecuarios calificados de la cría de animales para el mercado y afines, no clasificados bajo otros epígrafes"
"64190";"623125";"6231-25";"6129";"Criadores y trabajadores pecuarios calificados de la cría de animales para el mercado y afines, no clasificados bajo otros epígrafes"
"64220";"623215";"6232-15";"6121";"Criadores de ganado y otros animales domésticos, productores de leche y sus derivados"
"64230";"623210";"6232-10";"6121";"Criadores de ganado y otros animales domésticos, productores de leche y sus derivados"
"64240";"623205";"6232-05";"6121";"Criadores de ganado y otros animales domésticos, productores de leche y sus derivados"
"64290";"623210";"6232-10";"6121";"Criadores de ganado y otros animales domésticos, productores de leche y sus derivados"
"64320";"623305";"6233-05";"6129";"Criadores y trabajadores pecuarios calificados de la cría de animales para el mercado y afines, no clasificados bajo otros epígrafes"
"64330";"623320";"6233-20";"6129";"Criadores y trabajadores pecuarios calificados de la cría de animales para el mercado y afines, no clasificados bajo otros epígrafes"
"64390";"623115";"6231-15";"6121";"Criadores de ganado y otros animales domésticos, productores de leche y sus derivados"
"64420";"623410";"6234-10";"6123";"Apicultores y sericicultores y trabajadores calificados de la apicultura y la sericicultura"
"64430";"623420";"6234-20";"6123";"Apicultores y sericicultores y trabajadores calificados de la apicultura y la sericicultura"
"64490";"623410";"6234-10";"6123";"Apicultores y sericicultores y trabajadores calificados de la apicultura y la sericicultura"
"64490";"623415";"6234-15";"6123";"Apicultores y sericicultores y trabajadores calificados de la apicultura y la sericicultura"
"64920";"623015";"6230-15";"6124";"Criadores y trabajadores calificados de la cría de animales domésticos diversos"
"64930";"623010";"6230-10";"6129";"Criadores y trabajadores pecuarios calificados de la cría de animales para el mercado y afines, no clasificados bajo otros epígrafes"
"64940";"623020";"6230-20";"6129";"Criadores y trabajadores pecuarios calificados de la cría de animales para el mercado y afines, no clasificados bajo otros epígrafes"
"64950";"623325";"6233-25";"6129";"Criadores y trabajadores pecuarios calificados de la cría de animales para el mercado y afines, no clasificados bajo otros epígrafes"
"64960";"623005";"6230-05";"6129";"Criadores y trabajadores pecuarios calificados de la cría de animales para el mercado y afines, no clasificados bajo otros epígrafes"
"64990";"519305";"5193-05";"5139";"Trabajadores de los cuidados personales y afines, no clasificados bajo otros epígrafes"
"64990";"623015";"6230-15";"6124";"Criadores y trabajadores calificados de la cría de animales domésticos diversos"
"64990";"623020";"6230-20";"6129";"Criadores y trabajadores pecuarios calificados de la cría de animales para el mercado y afines, no clasificados bajo otros epígrafes"
"64990";"623115";"6231-15";"6121";"Criadores de ganado y otros animales domésticos, productores de leche y sus derivados"
"65110";"632125";"6321-25";"6141";"Taladores y otros trabajadores forestales"
"65120";"632120";"6321-20";"6141";"Taladores y otros trabajadores forestales"
"65130";"632115";"6321-15";"6141";"Taladores y otros trabajadores forestales"
"65140";"632110";"6321-10";"6141";"Taladores y otros trabajadores forestales"
"65190";"632105";"6321-05";"6141";"Taladores y otros trabajadores forestales"
"65190";"632110";"6321-10";"6141";"Taladores y otros trabajadores forestales"
"65190";"632120";"6321-20";"6141";"Taladores y otros trabajadores forestales"
"65190";"632125";"6321-25";"6141";"Taladores y otros trabajadores forestales"
"65220";"632205";"6322-05";"6141";"Taladores y otros trabajadores forestales"
"65230";"632210";"6322-10";"6141";"Taladores y otros trabajadores forestales"
"65240";"632215";"6322-15";"6141";"Taladores y otros trabajadores forestales"
"65290";"632215";"6322-15";"6141";"Taladores y otros trabajadores forestales"
"65320";"632310";"6323-10";"6141";"Taladores y otros trabajadores forestales"
