"CBO94";"CBO2002";"cbo";"CIUo88";"titulo"
"63690";"622810";NA;NA;NA
"63790";"622810";NA;NA;NA
"63820";"622810";NA;NA;NA
"63830";"622810";NA;NA;NA
"63890";"622810";NA;NA;NA
"65330";"632325";"6323-25";"6141";"Taladores y otros trabajadores forestales"
"65340";"632355";"6323-55";"6141";"Taladores y otros trabajadores forestales"
"65350";"632365";"6323-65";"6141";"Taladores y otros trabajadores forestales"
"65360";"632340";"6323-40";"6141";"Taladores y otros trabajadores forestales"
"65390";"632125";"6321-25";"6141";"Taladores y otros trabajadores forestales"
"65390";"632210";"6322-10";"6141";"Taladores y otros trabajadores forestales"
"65420";"632410";"6324-10";"6141";"Taladores y otros trabajadores forestales"
"65430";"622615";"6226-15";"6112";"Agricultores y trabajadores calificados de plantaciones de árboles y arbustos"
"65440";"622625";"6226-25";"6112";"Agricultores y trabajadores calificados de plantaciones de árboles y arbustos"
"65490";"622505";"6225-05";"6114";"Agricultores y trabajadores calificados de cultivos mixtos"
"65490";"622615";"6226-15";"6112";"Agricultores y trabajadores calificados de plantaciones de árboles y arbustos"
"65520";"632520";"6325-20";"6112";"Agricultores y trabajadores calificados de plantaciones de árboles y arbustos"
"65530";"632505";"6325-05";"6141";"Taladores y otros trabajadores forestales"
"65540";"632515";"6325-15";"6141";"Taladores y otros trabajadores forestales"
"65590";"632505";"6325-05";"6141";"Taladores y otros trabajadores forestales"
"65590";"632515";"6325-15";"6141";"Taladores y otros trabajadores forestales"
"65920";"632605";"6326-05";"6142";"Carboneros de carbón vegetal y afines"
"65930";"517320";"5173-20";"5169";"Personal de los servicios de protección y seguridad, no clasificado bajo otros epígrafes"
"65990";"321210";"3212-10";"3212";"Técnicos en agronomía, zootecnia y silvicultura"
"65990";"352205";"3522-05";"3444";"Funcionarios de servicios de expedición de licencias y permisos"
"65990";"622020";"6220-20";"6114";"Agricultores y trabajadores calificados de cultivos mixtos"
"65990";"632005";"6320-05";"6141";"Taladores y otros trabajadores forestales"
"65990";"632015";"6320-15";"6141";"Taladores y otros trabajadores forestales"
"65990";"632110";"6321-10";"6141";"Taladores y otros trabajadores forestales"
"65990";"632115";"6321-15";"6141";"Taladores y otros trabajadores forestales"
"65990";"632125";"6321-25";"6141";"Taladores y otros trabajadores forestales"
