ano,cbo2002,empregados,renda_sm
1991,723105,115,433.6
1991,723110,125,944.49
1991,723115,1,5.25
1991,723120,3105,22763.55
1991,723125,601,4670.85
1991,723205,1552,11625.49
1991,723210,276,1895.05
1991,723215,7666,25689.27
1991,723220,84,483.28
1991,723225,419,2088.3
1991,723230,238,984.73
1991,723235,947,4561.59
1991,723240,67,262.26
1991,723310,3611,13335.52
1991,723315,6178,27111.32
1991,723320,17523,92682.37
1991,723325,355,1592.69
1991,723330,5606,25309.95
1991,724105,457,1710.38
1991,724110,26957,142658.68
1991,724115,5073,39691.74
1991,724120,8,57.76
1991,724125,421,2199.05
1991,724130,576,4548.44
1991,724135,130,660.83
1991,724205,10526,46552.55
1991,724210,582,2667.21
1991,724215,214,709.81
1991,724220,368,1502.24
1991,724225,849,4790.34
1991,724230,38,112.16
1991,724305,262,1282.81
1991,724310,2362,13035.18
1991,724315,61541,336719.84
1991,724320,2068,11183.13
1991,724325,6681,37737.26
1991,724405,1686,11750.43
1991,724410,10063,74635.96
1991,724415,4386,19902.21
1991,724420,4635,34225.92
1991,724425,898,5477.79
1991,724430,1449,14622.32
1991,724435,13873,73984.85
1991,724440,41313,169342.74
1991,724505,212,1210.68
1991,724510,1324,6417.78
1991,724515,3,16.98
1991,724605,706,3177.88
1991,725010,25034,154282.35
1991,725015,2820,20876.44
1991,725020,1631,12598.58
1991,725105,8383,48814.72
1991,725205,9907,61053
1991,725210,123,748.97
1991,725215,257,1348.69
1991,725220,300,2216.52
1991,725225,683,4094.64
1991,725305,454,2766.6
1991,725310,1564,6680.84
1991,725315,99,418.27
1991,725320,295,2798.15
1991,725405,83,675.92
1991,725410,93,498.24
1991,725415,1721,11161.52
1991,725420,83,504.72
1991,725605,292,2499.19
1991,725610,14,56.41
1991,725705,653,3441.42
1991,730105,9123,112762.13
1991,731105,632,2265.61
1991,731110,2004,7838.17
1991,731115,943,6886.35
1991,731120,2586,10045.09
1991,731125,977,8861.97
1991,731130,1200,4913.48
1991,731135,21522,90159.26
1991,731140,144,643.86
1991,731145,453,3788.72
1991,731150,33235,152482.39
1991,731155,2742,21150.73
1991,731160,1613,6741.54
1991,731165,1073,5336.95
1991,731170,1645,6806.52
1991,731175,2585,11103.6
1991,731180,4658,17895.48
1991,731205,468,1374.68
1991,731305,2449,13826.4
1991,731315,369,4174.06
1991,731320,2505,7543.51
1991,732105,5675,43635.88
1991,732110,6237,44803.87
1991,732115,44,237.99
1991,732120,21780,242485.93
1991,732125,455,2173.54
1991,732130,1683,7323.91
1991,732135,53,276.58
1991,740110,1104,3440.01
1991,741105,5435,37855.13
1991,741110,1071,2774.52
1991,741115,2112,7800.93
1991,741120,225,1188.51
1991,741125,1211,3595.95
1991,742105,22,102.65
1991,742110,16,61.46
1991,742115,104,389.65
1991,742120,43,81.2
1991,742125,23,78.08
1991,742130,238,964.01
1991,742135,15,32.03
1991,742140,178,649.23
1991,750205,2468,28099.71
1991,751005,33,79.05
1991,751010,534,1246.05
1991,751015,120,261.08
1991,751020,1162,1901.66
1991,751105,56,235.15
1991,751115,114,311.08
1991,751120,59,219.5
1991,751125,1817,4882.85
1991,752110,3467,14615.05
1991,752115,530,3122.97
1991,752120,11,54.26
1991,752205,403,1765.87
1991,752210,790,2913.78
1991,752215,13,37.22
1991,752220,170,762.51
1991,752225,28,79.45
1991,752230,834,2880.08
1991,752235,1661,5094.71
1991,752305,48371,127608.61
1991,752310,249,676.67
1991,752315,159,506.07
1991,752320,229,1151.26
1991,752325,577,2592.4
1991,752330,904,2692.87
1991,752405,2208,6947.51
1991,752410,10,33.79
1991,752415,41,147.86
1991,752420,912,3278.33
1991,752425,56,166.04
1991,752430,406,987.6
1991,760105,744,6918.35
1991,760110,2281,17594.39
1991,760115,4165,13165.84
1991,760120,29221,112980.58
1991,760125,130947,360330.35
1991,760405,2683,20139.77
1991,760605,663,10121.45
1991,761105,1024,4779.11
1991,761110,59,164.58
1991,761205,1730,5365.29
1991,761220,2108,6648.34
1991,761225,7501,21440.24
1991,761230,18046,54704.83
1991,761235,145,503.69
1991,761240,2340,6774.35
1991,761250,2055,5197.91
1991,761255,668,1823.55
1991,761260,3955,13911.18
1991,761303,268,663.86
1991,761306,600,2205.95
1991,761309,9563,39050.96
1991,761312,918,4596.6
1991,761315,1246,4386.04
1991,761318,38,164.08
1991,761321,1718,4835.02
1991,761324,447,1624.65
1991,761327,2122,6395.66
1991,761330,2314,9871.89
1991,761333,924,2731.82
1991,761336,798,2889.09
1991,761339,397,1738.45
1991,761342,17,46.35
1991,761345,200,1071.48
1991,761348,940,3941.73
1991,761351,3116,8521.08
1991,761354,1960,10293.73
1991,761357,2621,10415.02
1991,761360,559,1512.61
1991,761363,1179,4190.73
1991,761366,86,488.79
1991,761405,389,1547.27
1991,761410,4664,16731.68
1991,761415,2120,7191.13
1991,761420,210,686.15
1991,761425,139,858.03
1991,761430,654,2266.2
1991,761435,1151,4989.57
1991,761805,1563,3529.84
1991,761815,8273,25093.37
1991,762105,611,2374.84
1991,762110,311,1113.58
1991,762115,432,1228.73
1991,762125,173,553.54
1991,762205,780,2499.63
1991,762220,342,1036.56
1991,762315,293,881.04
1991,762335,45,125.56
1991,762340,769,2322.93
1991,763005,1661,4962.9
1991,763010,475,2083.24
1991,763020,1219,2371.08
1991,763110,9096,26923.15
1991,763120,890,2774.08
1991,763205,974,2056.83
1991,763210,90502,186194.86
1991,763215,72186,169202.14
1991,763310,2115,4766.84
1991,763320,261,469.5
1991,764105,143133,373886.88
1991,764110,490,1228.68
1991,764115,5532,14745.18
1991,764120,1798,4067.04
1991,764205,15254,38864.75
1991,764210,1181,2595.31
1991,764305,3130,7471.44
1991,765010,38,112.96
1991,765105,885,2294.61
1991,765205,993,2974.01
1991,765215,115,208.6
1991,765225,291,783.26
1991,765230,111,795.7
1991,765235,2858,7459.92
1991,765310,1708,4047.19
1991,765315,1340,2796.52
1991,765405,2,3.7
1991,766105,2154,16116.01
1991,766115,285,1969.84
1991,766120,448,2547.72
1991,766125,36015,174839.99
1991,766145,3859,22571.26
1991,766150,22,304.23
1991,766205,16506,74000.79
1991,766215,10393,69554.81
1991,766220,155,1141.35
1991,766225,1110,9019.98
1991,766230,18,72.27
1991,766245,6,21.55
1991,766250,5110,26396.44
1991,766305,136,442.13
1991,766310,388,1823.03
1991,766315,18021,59321.52
1991,766320,1827,9997.79
1991,766325,134,535.96
1991,766405,121,651.56
1991,766410,2394,13762.35
1991,766415,573,2786.56
1991,766420,177,658.26
1991,768105,2455,8687.23
1991,768110,1212,3691.76
1991,768115,43,61.47
1991,768120,140,305.95
1991,768125,976,1837.59
1991,768130,661,1503.93
1991,768205,299,607.47
1991,768210,572,1947.93
1991,768305,1031,3622.9
1991,768310,1530,4955.19
1991,768315,337,619.63
1991,768320,7663,21612.78
1991,768325,556,1126.42
1991,768605,5045,17677.56
1991,768610,597,2958.11
1991,768615,984,3372.48
1991,768620,1226,5998.7
1991,768625,1995,10316.57
1991,768630,50,155.55
1991,768705,55,222.55
1991,770105,2459,16849.71
1991,771105,37054,114273.47
1991,771110,1497,11728.29
1991,771115,108,633.12
1991,771120,188,631.63
1991,772105,1041,2767.85
1991,772110,12587,24877.94
1991,772115,620,1342.44
1991,773105,785,1801.47
1991,773110,1603,5225.05
1991,773115,253,603.08
1991,773120,6859,15917.99
1991,773125,1052,1986.32
1991,773130,287,694.12
1991,773205,495,1182.83
1991,773210,8714,19094.87
1991,773215,916,2758.35
1991,773220,154,499.32
1991,773310,40,162.71
1991,773315,66,191.66
1991,773320,1139,3178.27
1991,773325,5947,16159.21
1991,773330,98,222.89
1991,773335,593,1483.54
1991,773340,895,2331.41
1991,773345,155,517.69
1991,773350,511,1498.91
1991,773355,399,1170
1991,773415,1369,3841.37
1991,775105,316,782.22
1991,775110,690,1771.36
1991,775115,4158,9857.68
1991,775120,38,129.33
1991,776405,97,259.2
1991,776410,829,1825.29
1991,776415,542,1496.27
1991,776420,270,534.26
1991,776425,16,22.96
1991,776430,454,800.73
1991,777105,117,563.29
1991,777110,127,441.43
1991,777115,381,1645.13
1991,777205,114,422.2
1991,777210,1153,3837.42
1991,781705,597,4407.78
1991,782105,1218,4350.66
1991,782110,872,8132.36
1991,782115,2996,25274.21
1991,782125,108,492.83
1991,782130,8345,59859.29
1991,782135,391,2038.71
1991,782140,406,1941.92
1991,782145,147,474.26
1991,782205,3127,12212.44
1991,782210,113,594.97
1991,782220,23592,146015.2
1991,782305,43815,219141.03
1991,782310,34698,143549.93
1991,782315,1453,4223.38
1991,782410,183291,1139629.88
1991,782415,931,3002.08
1991,782505,10395,43610.48
1991,782510,286585,1173659.45
1991,782610,5503,60206.83
1991,782615,248,1861.64
1991,782620,808,3591.06
1991,782625,4212,34458.81
1991,782705,4970,39592.49
1991,782715,1389,13171.31
1991,782805,102,255.91
1991,782810,131,569.82
1991,782820,591,1696.77
1991,783105,210,1026.62
1991,783110,4901,30665.48
1991,783205,504,2565.79
1991,783210,60794,172839.01
1991,783215,13597,34269.88
1991,783220,11765,67619.25
1991,783225,70808,206789.77
1991,784105,35019,88820.17
1991,784110,10753,41411.14
1991,784115,1346,3001.9
1991,784120,1598,6264.3
1991,784125,578,1816.61
1991,784205,115037,337430.44
1991,810105,5394,102189.66
1991,810110,9038,100588.64
1991,810205,3364,42890.84
1991,811005,46,200.53
1991,811010,65,139.24
1991,811105,189,906.62
1991,811110,1617,8463.86
1991,811115,665,4728.6
1991,811125,629,3980.5
1991,811130,4091,23700.44
1991,811205,2318,13360.3
1991,811215,45,277.58
1991,811305,1544,7716.79
1991,811310,3254,52880.2
1991,811315,2,4.44
1991,811320,207,951.89
1991,811330,488,3468.47
1991,811335,28,100.8
1991,811405,5988,25709.36
1991,811410,623,3158.87
1991,811415,29,70.8
1991,811420,2944,31767.34
1991,811425,1115,6233.34
1991,811430,587,3415.64
1991,811505,3146,69538.03
1991,811510,78,498.5
1991,811605,812,5562.89
1991,811610,2,3.55
1991,811615,209,2323.54
1991,811620,120,639.19
1991,811625,14,125.77
1991,811630,152,1049.92
1991,811645,39,224.17
1991,811650,114,640.01
1991,811705,483,2373.34
1991,811710,839,3270.88
1991,811715,4721,36216.52
1991,811725,27,50.94
1991,811735,176,307.49
1991,811745,2082,11412.74
1991,811750,1467,5730.73
1991,811760,11641,37303.47
1991,811770,11824,45148.63
1991,811775,324,1263.13
1991,811810,273,1278.18
1991,818105,5,31.53
1991,818110,7888,38735.05
1991,820110,377,1368.78
1991,821110,392,2642.18
1991,821205,2455,12351.82
1991,821210,453,3696.55
1991,821215,2260,12247.77
1991,821220,265,1536.6
1991,821225,259,1311.79
1991,821230,16,50.14
1991,821235,22,64.4
1991,821240,1,1.6
1991,821245,4,13.48
1991,821250,2,4.24
1991,821255,3,9.52
1991,821305,1001,6556.44
1991,821310,249,1552.12
1991,821315,1294,7756.61
1991,821320,670,4648.39
1991,821325,340,1645.89
1991,821330,25,99.39
1991,821405,5,18.03
1991,821410,466,3163.64
1991,821415,1,3.1
1991,821420,215,1425.52
1991,821425,333,1867.16
1991,821435,1657,8442.13
1991,821440,1760,11002
1991,821445,1,2.5
1991,821450,8749,38972.65
1991,822105,477,2404.65
1991,822110,106,868.52
1991,822115,567,3233.72
1991,822120,7,18.37
1991,822125,40,288.41
1991,823105,22,80.33
1991,823110,650,2335.66
1991,823115,345,1020.47
1991,823120,66,210.97
1991,823125,301,1253.16
1991,823210,171,685.57
1991,823215,516,3014.01
1991,823220,116,538.47
1991,823230,58,210.87
1991,823235,55,278.75
1991,823240,418,3185.46
1991,823245,88,484.57
1991,823250,649,3262.75
1991,823255,584,2725.73
1991,823265,2130,10513.26
1991,823315,1752,4765.23
1991,823320,3088,12323.16
1991,823325,1967,4127.54
1991,823330,96,260.82
1991,828105,1030,1655.81
1991,828110,7679,12667.71
1991,830105,8956,67141.75
1991,831105,4005,26648.04
1991,831110,215,2854.37
1991,831115,1152,6413.24
1991,831120,3,16.01
1991,831125,1,4.45
1991,832105,342,2303.49
1991,832110,63,175.31
1991,832115,1421,10041.67
1991,832120,1703,13714.09
1991,832125,203,1152.29
1991,832135,1876,12752.56
1991,833105,913,2923.45
1991,833110,950,3852.27
1991,833115,52,215.67
1991,833120,1938,9179.45
1991,833125,299,952.44
1991,833205,2306,6738.39
1991,840105,4805,45853.36
1991,840115,5389,11182.1
1991,840120,1,7.64
1991,841105,454,2449.47
1991,841110,41,154.69
1991,841115,2060,7325.33
1991,841210,215,470.92
1991,841305,19717,80274.22
1991,841310,498,1799.62
1991,841315,1169,5406.64
1991,841320,340,1350.8
1991,841408,2672,5817.31
1991,841416,97,263.4
1991,841420,214,885
1991,841428,6,13.07
1991,841432,29,111.8
1991,841440,347,1236.92
1991,841444,65,452.41
1991,841448,234,1181.7
1991,841456,1706,6170.32
1991,841460,998,3984.99
1991,841464,63,313.26
1991,841468,2187,6769.2
1991,841472,202,933.21
1991,841476,12830,47007.88
1991,841484,5338,6785.97
1991,841505,11706,44425.47
1991,841605,35,110.28
1991,841610,589,1682.5
1991,841615,125,306.87
1991,841620,104,679.14
1991,841625,83,162.69
1991,841630,119,238.3
1991,841705,105,210.29
1991,841710,279,1791.23
1991,841715,683,3309.29
1991,841720,1305,3573.46
1991,841725,172,433.36
1991,841730,290,1949.04
1991,841735,2,4.68
1991,841740,78,194.31
1991,841745,409,1720.18
1991,841805,4541,10236.07
1991,841815,7688,35154.86
1991,842105,128,349.92
1991,842110,141,692.64
1991,842115,499,2661.08
1991,842125,430,2343.13
1991,842210,189,543.41
1991,842230,178,260.02
1991,848105,86,302.13
1991,848110,567,1589.56
1991,848115,2668,9282.97
1991,848205,370,1458.61
1991,848210,1104,2889.34
1991,848215,93,301.51
1991,848305,31715,67448.11
1991,848310,8537,23283.35
1991,848315,5255,14388.49
1991,848325,1348,2873.8
1991,848405,323,1718.97
1991,848410,1,1.14
1991,848415,6,17.13
1991,848420,14,37.9
1991,848505,22360,54681.45
1991,848510,21017,53245.65
1991,848515,3411,10167.08
1991,848520,26690,74585.89
1991,848525,1638,3796.08
1991,860105,257,1576.13
1991,860110,3031,33746.62
1991,860115,719,7304
1991,861105,3520,48612.77
1991,861110,1017,16981.05
1991,861115,1485,21220.64
1991,861120,76,1421.53
1991,861205,6787,92161.53
1991,862105,282,857.48
1991,862110,2247,32534.94
1991,862115,13,40.05
1991,862120,11526,66535
1991,862130,980,5094.5
1991,862140,6902,54092.33
1991,862150,34338,172855.9
1991,862205,10467,90327.59
1991,862310,237,979.01
1991,862405,287,1865.36
1991,862505,1006,5232.15
1991,862515,461,1580.26
1991,910105,734,8094.57
1991,911120,2143,10917.94
1991,911130,297,2963.88
1991,911205,7147,35232.76
1991,911305,83914,655595.3
1991,911310,884,7701.59
1991,911315,612,2898.88
1991,911320,9029,52966.79
1991,911325,1937,18662.22
1991,913105,476,2273.24
1991,913110,1323,7720.68
1991,913115,3112,12951.99
1991,913120,4053,24672.86
1991,914105,5858,57887.76
1991,914110,138,855.25
1991,914305,228,1424.76
1991,914405,103926,450413.53
1991,914415,2050,6261.01
1991,914420,6045,28418.39
1991,914425,30045,146897.53
1991,919105,8978,52024.12
1991,919110,8347,32643.37
1991,919115,166,734.19
1991,919310,1033,2485.42
1991,950105,283,3025.69
1991,951105,50328,410700.98
1991,953105,434,3945.91
1991,953110,595,6189.47
1991,953115,13597,61322
1991,954120,1156,7334.37
1991,954125,44,192.34
1991,954205,1156,2997.14
1991,954305,1294,4710.57
1991,991105,3,5.8
1991,991310,3482,18346.26
1991,992115,15658,48991.07
1992,111105,122,829.01
1992,111110,19,361.59
1992,111115,24,0
1992,111120,255,4917.84
1992,111225,886,20788.27
1992,111305,1486,50230.4
1992,111325,200,747.2
1992,111330,468,12181.59
1992,111340,5056,236405.01
1992,111345,1138,43986.52
1992,111405,99293,1412057.5
1992,111410,249632,1159031.93
1992,111415,170837,2087007.81
1992,114405,2194,25686.37
1992,121005,76825,1698011.5
1992,121010,38539,724216.8
1992,122205,5031,35284.59
1992,131305,1208,21444.77
1992,141105,2281,10691.13
1992,141115,2775,10316.82
1992,141205,3322,48441.21
1992,141305,6108,112586.27
1992,141405,243755,616287.05
1992,141410,295046,1003198.09
1992,141415,36627,255417.4
1992,141420,46588,510657.69
1992,141505,73552,201369.93
1992,141510,47852,119971.18
1992,141515,979,2508.55
1992,141520,34,112.24
1992,141605,3022,35017.43
1992,141610,36625,198569.37
1992,141615,126169,501057.3
1992,141705,14,164.24
1992,141710,1,3.65
1992,141720,73949,365043.62
1992,142105,67950,1116088.05
1992,142115,15743,345724.6
1992,142205,77,390.58
1992,142210,6397,99299.88
1992,142305,19893,315149.36
1992,142310,1996,39259.89
1992,142315,7,54.42
1992,142320,64405,757152.17
1992,142405,4162,76040.09
1992,142510,153,2258.31
1992,142515,1029,22279.6
1992,142605,3294,106766.67
1992,203005,2745,20034.39
1992,203010,469,1167.46
1992,203015,3347,18164.79
1992,203020,10727,71459.6
1992,203025,353,985.56
1992,203120,44,455.51
1992,203210,6,39.75
1992,203215,24,214.17
1992,203520,142,1275.01
1992,204105,1143,14016.38
1992,211105,117,2273.74
1992,211110,346,5188.85
1992,211115,482,6008.19
1992,211205,2130,22950.11
1992,211210,59,1172.25
1992,212305,69,1215.58
1992,212405,51906,1096421.1
1992,212410,2,5.59
1992,212420,1516,25635.7
1992,213105,623,6779.62
1992,213110,1,6.54
1992,213120,1422,21740.4
1992,213150,49,521.47
1992,213155,54,960.55
1992,213160,23,151.52
1992,213175,10,26.53
1992,213205,44248,427864.01
1992,213210,2628,41246.47
1992,213305,12,108.31
1992,213310,32794,459532.69
1992,213315,228,2518.18
1992,213405,2464,59531.29
1992,213415,913,15760.32
1992,214105,7052,108531.77
1992,214110,1881,6865.03
1992,214115,1416,7038.75
1992,214120,42,427.4
1992,214125,93,745.93
1992,214205,32789,592469.34
1992,214210,116,3103.99
1992,214215,2092,31783.07
1992,214225,613,17176.83
1992,214230,95,1646.7
1992,214240,209,4507.61
1992,214245,151,2922.43
1992,214255,1138,19769.26
1992,214260,689,13262.08
1992,214265,5,30.87
1992,214305,17548,491038.6
1992,214310,4488,101556.52
1992,214325,911,20391.51
1992,214340,3870,122489.57
1992,214355,14087,349924.41
1992,214365,151,3024.87
1992,214405,15155,391038.85
1992,214410,462,13098.57
1992,214415,13,382.9
1992,214425,143,3580.92
1992,214430,327,9720.25
1992,214505,7279,174096.27
1992,214510,132,2516.45
1992,214520,189,5043.39
1992,214525,1179,39355.89
1992,214605,1501,32362.19
1992,214610,1581,39414.54
1992,214705,3034,87640.5
1992,214805,382,4921.61
1992,214905,4451,47433.62
1992,214910,1142,26993.61
1992,214915,1976,33671.12
1992,214925,191,3860.45
1992,215105,2238,17720.76
1992,215115,2775,48452.11
1992,215135,2355,13152.35
1992,215140,156,657.84
1992,215205,1891,27962.79
1992,215210,352,10689.42
1992,215220,113,1420.19
1992,215305,4792,109643.49
1992,215310,44,70.07
1992,215315,142,551.01
1992,221105,3976,33670.18
1992,222105,32469,343313.99
1992,222110,348138,1751893.27
1992,222115,10,15.13
1992,222120,607,9769.54
1992,223103,316,4150.53
1992,223104,867,11091.7
1992,223105,41,315.47
1992,223106,1052,10277.36
1992,223110,2007,18487.2
1992,223112,111,1188.98
1992,223115,108357,1028211.28
1992,223117,358,3416.34
1992,223118,5194,71913.15
1992,223120,39,295.25
1992,223124,1379,9245.76
1992,223125,105,924.4
1992,223126,122,1021.87
1992,223132,2621,27624.71
1992,223134,201,2663.74
1992,223135,69,380.19
1992,223137,1023,6655.3
1992,223139,589,4477.59
1992,223142,409,3764.21
1992,223144,421,3929.23
1992,223146,998,8960.5
1992,223147,251,2417.74
1992,223149,5133,47622.35
1992,223150,155,1805.12
1992,223151,185,1662.42
1992,223152,50,382.21
1992,223153,1557,12596.57
1992,223154,61,591.13
1992,223156,194,1973.68
1992,223157,185,1744.76
1992,223208,36988,247137.32
1992,223212,199,1868.44
1992,223236,151,1163.81
1992,223240,55,265.35
1992,223244,56,207.08
1992,223248,26,309.53
1992,223256,158,603.99
1992,223260,31,338.19
1992,223268,258,1447.18
1992,223272,2475,15576.51
1992,223305,6461,66715.2
1992,223310,516,5971.8
1992,223405,25162,118711.15
1992,223410,4528,29990.4
1992,223505,124455,632777.29
1992,223520,293,1355.91
1992,223525,55,347
1992,223530,2631,19744.32
1992,223545,338,3180.74
1992,223550,191,800.14
1992,223555,203,1078.55
1992,223560,523,2598.73
1992,223605,7404,34959.3
1992,223705,2647,13778.64
1992,223710,111483,296128.43
1992,223810,2195,13434.65
1992,223905,1472,8583.62
1992,223910,72,425.65
1992,224115,156,670.01
1992,224120,336,1152.28
1992,224125,15866,78174.96
1992,224130,1511,5668.78
1992,224135,409,1546.27
1992,231105,83152,280520.36
1992,231205,553232,2179541.83
1992,231210,386855,1155920.54
1992,231305,4345,32758.66
1992,231310,292423,1237677.55
1992,231325,2618,11302.28
1992,231335,5951,21242.3
1992,231340,3941,19161.16
1992,232110,3799,20772.54
1992,232115,16340,57530.4
1992,232130,2233,11605.9
1992,232135,2128,9167.13
1992,232140,4149,19189.92
1992,232145,11815,56611.69
1992,232150,8697,38937.74
1992,232155,5200,26848.51
1992,232160,415,1161.07
1992,232165,2477,13923.04
1992,233110,20442,87220.38
1992,233115,20540,107711.29
1992,233120,1185,5509.97
1992,233125,399,1472.14
1992,233130,624,3891.08
1992,233135,760,2035.46
1992,233205,115,880.38
1992,233210,8330,79931.24
1992,233215,2517,15392.56
1992,234105,2626,25654.95
1992,234110,1260,11720.18
1992,234115,941,5214.62
1992,234125,84,374.85
1992,234205,578,6223.39
1992,234210,850,8556.29
1992,234215,39,319.31
1992,234305,230,1597.29
1992,234310,7585,87758.08
1992,234315,7965,65928.91
1992,234320,118,614.42
1992,234405,13667,156255.44
1992,234410,802,4413.61
1992,234415,664,5970.41
1992,234420,205,1858.9
1992,234425,293,1661.29
1992,234435,426,3730.27
1992,234505,42808,585629.6
1992,234510,1260,5828.83
1992,234515,12577,100762.17
1992,234520,402,2172.67
1992,234604,2254,16396.53
1992,234616,2299,11032.38
1992,234624,1673,11070.69
1992,234648,278,1712.85
1992,234672,171,899.15
1992,234676,211,1719.4
1992,234705,112,1192.72
1992,234720,101,636.74
1992,234730,2042,12233.34
1992,234735,562,4501.1
1992,234740,535,3543.05
1992,234745,716,5188.27
1992,234760,1960,14262.19
1992,234770,656,5303.37
1992,234805,7856,54600.11
1992,234810,1300,8630.63
1992,234815,870,5269.11
1992,234910,208,1088.22
1992,239205,197,781.3
1992,239210,5570,18652.55
1992,239215,2822,7163.55
1992,239225,105,298.89
1992,239405,9283,85005.27
1992,239410,12436,79459.96
1992,239420,460,1749.63
1992,239430,10915,64433.91
1992,241005,21469,359908.62
1992,241010,473,6724.37
1992,241015,356,3598.01
1992,241020,141,2842.59
1992,241025,47,422.88
1992,241030,145,2158.35
1992,241035,1795,20598.73
1992,241040,5619,157983.61
1992,241210,793,18029.29
1992,241215,63,1488.27
1992,241335,574,4090.14
1992,242305,4279,69032.12
1992,251105,16,78.87
1992,251110,5,11.18
1992,251115,11,209.04
1992,251120,1287,14203.76
1992,251205,9886,200847.03
1992,251210,24,261.97
1992,251215,5978,118225.68
1992,251225,60089,762594.71
1992,251305,731,12589.06
1992,251405,1087,9746.37
1992,251505,2282,13126.15
1992,251510,8170,65015.72
1992,251525,9,27.63
1992,251530,3,10.66
1992,251535,8,27.05
1992,251540,1280,15175.57
1992,251550,15717,65559.29
1992,251605,29956,198817.84
1992,251610,96,780.33
1992,252105,177538,2595757.15
1992,252205,13726,181396.6
1992,252210,131221,1197040.94
1992,252305,4211,29513.37
1992,252310,57520,376232.87
1992,252405,12293,169024.45
1992,252510,101,204.22
1992,253105,2630,24849.89
1992,253110,6178,82763.6
1992,253115,5525,46945.07
1992,253305,3371,41220.22
1992,254405,13597,245260.7
1992,254415,4757,45495.23
1992,261115,669,12211.65
1992,261120,326,3671.78
1992,261125,3867,40152.49
1992,261135,5091,55332.32
1992,261140,273,2347.28
1992,261205,7329,71391.72
1992,261210,764,4533.75
1992,261305,25841,148497.62
1992,261310,49446,126384.21
1992,261405,21,114.85
1992,261410,67,589.93
1992,261420,522,5285.45
1992,261505,535,4513.53
1992,261510,572,1513.84
1992,261515,131,1112.84
1992,261530,297,3162.12
1992,261610,241,3925.17
1992,261710,2140,9178.05
1992,261715,7054,21605.66
1992,261805,4945,20784.03
1992,261810,63,431.34
1992,261815,161,363.18
1992,261820,871,8907.17
1992,262105,2210,16425.87
1992,262110,27,173.58
1992,262115,1065,11516.11
1992,262120,16,54.36
1992,262205,3,53.57
1992,262215,75,1690.76
1992,262220,11,50.92
1992,262320,32,320.17
1992,262405,17535,76894.04
1992,262410,35535,355474.87
1992,262505,990,15431.33
1992,262605,36,89.06
1992,262610,2825,12899.22
1992,262615,1497,8872.27
1992,262705,306,1814.74
1992,262810,287,872.8
1992,262815,340,2388.18
1992,263105,1488,6656.11
1992,263110,137,394.51
1992,300305,10684,148621.4
1992,301105,25278,206493.13
1992,301110,2053,16458.89
1992,301115,705,12757.34
1992,311105,6230,76333.98
1992,311110,434,3927.98
1992,311115,22815,68462.93
1992,311205,1932,34495.2
1992,311305,223,1770.91
1992,311405,41055,169701.49
1992,311410,74421,259879.84
1992,311510,104,681.36
1992,311515,12,21.52
1992,311605,844,11501.54
1992,311610,109,1239.41
1992,311615,203,2710.09
1992,311620,117,618.04
1992,311625,31714,113556.51
1992,311705,15651,51522.74
1992,311710,810921,2094235.4
1992,311715,67,573.92
1992,311725,10013,22173.35
1992,312105,23291,215339.37
1992,312205,1248,6805.62
1992,312210,2043,22093.53
1992,312305,6887,61832.31
1992,312315,159,1637.01
1992,312320,6587,50370.92
1992,313105,15111,229182.54
1992,313120,5599,72573.42
1992,313125,2,4.03
1992,313205,7262,83484.25
1992,313210,15354,108326.38
1992,313215,37958,332535.65
1992,313305,23245,157304.51
1992,313310,11977,107602.9
1992,313315,19609,340190.34
1992,313320,321,3925.89
1992,313415,294,2678.29
1992,314110,13013,188081.38
1992,314115,1359,6470.96
1992,314120,2979,36277.2
1992,314125,278,3073.6
1992,314305,1283,13269.39
1992,314310,441,6208.48
1992,314315,123,1006.8
1992,314615,8749,48759.7
1992,314620,4926,63670.79
1992,314715,61,167.17
1992,314725,8,21.03
1992,314730,90,399.88
1992,316110,583,10392.69
1992,316305,1681,20863.45
1992,316310,1451,43248.86
1992,316340,112,1590.84
1992,317110,30562,321328.17
1992,317115,25,71.11
1992,317205,38905,305676.21
1992,318005,8266,67627.11
1992,318010,3561,23189.68
1992,318015,17082,229022.74
1992,318105,524,3471.2
1992,318110,187,1312.78
1992,318115,2027,11431.53
1992,318120,56,297.89
1992,318205,2642,28168.57
1992,318210,198,3606.65
1992,318215,175,1823.29
1992,318305,8985,41194.78
1992,318310,133,897.77
1992,318405,1461,9251.32
1992,318410,197,2444.42
1992,318415,409,3243.66
1992,318420,537,3629.8
1992,318425,150,666.3
1992,318430,292,2430.53
1992,318810,55232,123630.93
1992,318815,700,6448.17
1992,321105,12779,87194.32
1992,321110,4727,33183.47
1992,321210,12340,28566.38
1992,321305,169,788.45
1992,321310,590,1563.78
1992,322105,74,288.18
1992,322110,11,19.58
1992,322115,75,336.68
1992,322120,1063,2536.41
1992,322225,1322,5644.31
1992,322230,103128,419180.04
1992,322235,5,11.85
1992,322305,763,2145.16
1992,322410,952,5801.7
1992,322505,475,1633.58
1992,323105,493,2789.72
1992,324105,285,902.82
1992,324110,5705,23297.64
1992,324115,11496,63142.55
1992,324205,11148,58226.91
1992,324210,3246,17065.44
1992,325110,12649,50282.87
1992,325115,8,40.7
1992,325205,59572,157787.55
1992,328105,14,36.83
1992,328110,22,100.22
