ano,cbo2002,empregados,renda_sm
2003,861110,1801,17441.52
2003,861115,1517,12277.04
2003,861120,156,2101.73
2003,861205,4507,46903.23
2003,862105,996,2533.91
2003,862110,1078,5773.22
2003,862115,100,314.61
2003,862120,19902,74271.61
2003,862130,1412,5435.61
2003,862140,3383,12597.73
2003,862150,101001,336015.96
2003,862155,7047,36009.4
2003,862205,16391,77651.2
2003,862305,11394,73567.43
2003,862310,412,1832.93
2003,862405,1694,6918.38
2003,862505,1484,4237.65
2003,862510,262,978.18
2003,862515,636,1986.27
2003,910105,13739,97526.75
2003,910110,811,5350.72
2003,910115,735,5661.9
2003,910120,154,1301.27
2003,910125,416,3052.12
2003,910130,1499,12454.8
2003,910205,1295,5669.9
2003,910210,1055,6778.95
2003,910905,560,1747.85
2003,910910,977,10513.28
2003,911105,1850,5386.5
2003,911110,2632,8794.29
2003,911115,817,3108.43
2003,911120,8461,23399.85
2003,911125,138,634.96
2003,911130,277,1791.61
2003,911135,124,629.2
2003,911205,12349,34621.04
2003,911305,119591,573664.08
2003,911310,951,5382.5
2003,911315,729,3163.08
2003,911320,8795,35506.43
2003,911325,3692,19373.8
2003,913105,1065,4132.94
2003,913110,2711,12627.52
2003,913115,5926,21656
2003,913120,4720,19946.1
2003,914105,6108,41857.28
2003,914110,296,1269.53
2003,914205,808,3504.32
2003,914305,6077,20187.88
2003,914405,90338,268526.95
2003,914410,2573,9601.62
2003,914415,3759,7644.37
2003,914420,4302,15215.49
2003,914425,33792,110470.45
2003,915105,1772,11495.06
2003,915110,248,982.53
2003,915115,228,767.76
2003,915205,28,56.78
2003,915210,84,192.74
2003,915215,3,22.57
2003,915305,451,2048.9
2003,915405,113,352.12
2003,919105,6332,21375.61
2003,919110,9439,24605.26
2003,919115,276,1099.04
2003,919205,16663,58763.44
2003,919305,166,366.36
2003,919310,3229,5700.46
2003,919315,729,1080.03
2003,950105,2962,22128.61
2003,950110,2504,24195.22
2003,950205,1141,5351.43
2003,950305,2543,29740.03
2003,951105,73787,398004.56
2003,951305,2316,5982.71
2003,951310,337,889.94
2003,953105,911,6988.22
2003,953110,559,3719.94
2003,953115,18056,56964
2003,954105,3774,21306.3
2003,954110,41,143.36
2003,954115,82,248.11
2003,954120,2835,10693.57
2003,954125,7996,36029.1
2003,954205,2014,4535.17
2003,954210,891,4252.16
2003,954305,1933,6669.04
2003,991105,4728,10766.35
2003,991110,187,856.56
2003,991115,852,2393.02
2003,991120,153,351.93
2003,991205,2169,4181.47
2003,991305,11064,34672.51
2003,991310,5773,16638.58
2003,991315,7886,21180.27
2003,992105,3219,7107.8
2003,992110,1625,3591.58
2003,992115,21397,48673.31
2003,992120,4887,10140.74
2003,992205,10958,29808.88
2003,992210,4533,12611.06
2003,992215,993,1739.63
2003,992220,1937,3849.53
2003,992225,114470,184116.13
2004,111215,156,357.73
2004,111220,8085,38574.37
2004,111225,4529,21960.9
2004,111305,16,810.77
2004,111310,34,2240.14
2004,111315,20,1208.83
2004,111320,373,20450.51
2004,111325,7746,464162
2004,111330,1205,63667.5
2004,111335,37,1996.49
2004,111340,178,13488.57
2004,111345,1728,91842.26
2004,111405,45044,936675.82
2004,111410,170097,1103761.78
2004,111415,147048,643047.77
2004,113005,5,8.59
2004,113010,201,796.25
2004,113015,17,41.54
2004,114105,489,2625.37
2004,114205,2328,15029.53
2004,114210,476,1966.64
2004,114305,611,2985.99
2004,114405,2647,28722.41
2004,121005,4575,58093.87
2004,121010,14592,370595.76
2004,122105,274,5134.97
2004,122110,25,469.48
2004,122115,64,1286.9
2004,122120,19,240.61
2004,122205,1417,46102.55
2004,122305,675,9839.38
2004,122405,788,16728.01
2004,122505,327,7006.2
2004,122510,46,825.87
2004,122515,126,1345.29
2004,122605,80,441.35
2004,122610,146,3719.22
2004,122615,2901,35988.76
2004,122620,343,6819.12
2004,122705,390,20308.13
2004,122710,230,9700.74
2004,122715,8,84.19
2004,122720,47,1766.12
2004,122725,22,1251.16
2004,122730,73,2906.81
2004,122735,10,312.44
2004,122740,29,376.26
2004,122745,35,1341.7
2004,122750,25,508.92
2004,122755,17,898.54
2004,123105,20021,417883.08
2004,123110,5618,170566.3
2004,123115,3140,81014.71
2004,123205,1153,29407.03
2004,123210,196,1964.05
2004,123305,4950,195835.44
2004,123310,812,32021.97
2004,123405,392,14986.5
2004,123410,151,993.34
2004,123605,922,26325.32
2004,123705,532,21292.58
2004,123805,1070,19410.82
2004,131105,1235,14740.44
2004,131110,1133,6011.58
2004,131115,4408,39533.97
2004,131120,2045,14632.42
2004,131205,4969,38443.14
2004,131210,3717,38132.69
2004,131305,13300,121705.07
2004,131310,18897,121618.62
2004,131315,3834,28974.25
2004,131320,770,4564.64
2004,141105,1809,7797.36
2004,141110,1133,12055.6
2004,141115,6958,39068.11
2004,141120,210,1063.75
2004,141205,41940,610055.63
2004,141305,3701,48441.42
2004,141405,32198,72239.82
2004,141410,105413,229259.64
2004,141415,60497,335149.99
2004,141420,5433,51064.92
2004,141505,10285,41710.31
2004,141510,19953,80027.27
2004,141515,6081,18420.69
2004,141520,157,574.38
2004,141605,6733,64288.02
2004,141610,2210,46859.54
2004,141615,9067,87551.06
2004,141705,10041,191857.71
2004,141710,16907,408920.14
2004,141715,668,13824.32
2004,141720,4919,41698
2004,141725,136,1682.16
2004,141730,151,2090.98
2004,141735,225,4458.93
2004,142105,147568,1648034.61
2004,142110,1632,30342.94
2004,142115,24859,344669.55
2004,142205,10920,171898.27
2004,142210,14928,104328.2
2004,142305,65779,656815.14
2004,142310,2741,53397.68
2004,142315,10112,217872.19
2004,142320,63802,796992.3
2004,142325,6788,56956.8
2004,142340,210,833.75
2004,142405,8309,111560.36
2004,142410,1846,33569.61
2004,142415,2047,11993.53
2004,142505,1948,36261.07
2004,142510,2947,74483.59
2004,142515,1842,41195.01
2004,142520,1955,52912.48
2004,142525,166,4259.32
2004,142530,1778,33399.67
2004,142605,6262,174717.92
2004,142705,9537,128752.3
2004,201105,41,815.76
2004,201110,201,1693.85
2004,201115,91,331.05
2004,201205,58,392.49
2004,201210,126,1083.63
2004,201215,123,1174.12
2004,201220,70,505.35
2004,201225,18,226.72
2004,202105,114,1238.19
2004,202110,654,12407.65
2004,203005,265,3193.23
2004,203010,109,1544.12
2004,203015,300,2871.81
2004,203020,160,1877.73
2004,203025,1947,29222.92
2004,203105,101,1630.03
2004,203110,125,2106.7
2004,203115,34,714.34
2004,203120,23,204.49
2004,203125,118,1750.04
2004,203205,154,2816.94
2004,203210,2721,56292.16
2004,203215,259,5034.1
2004,203220,214,4190.8
2004,203225,273,6355.67
2004,203230,243,5875.64
2004,203305,313,5354.36
2004,203310,23,522.1
2004,203315,22,279.94
2004,203320,158,2284.97
2004,203405,620,8844.53
2004,203410,4,41.46
2004,203415,16,178.65
2004,203420,130,1777.38
2004,203505,914,13113.78
2004,203510,52,956.94
2004,203515,73,1176.93
2004,203520,176,1622.45
2004,203525,61,426.38
2004,204105,3529,65970.68
2004,211105,430,6760.51
2004,211110,857,14102.96
2004,211115,125,1859.14
2004,211120,12,118.78
2004,211205,996,12724.55
2004,211210,105,1084.23
2004,211215,16,107.27
2004,212205,710,14828.27
2004,212210,170,3211.78
2004,212215,547,10379.46
2004,212305,1526,19215.46
2004,212310,3851,35368.81
2004,212315,1733,20265.02
2004,212405,64428,956161.46
2004,212410,10626,148957.11
2004,212415,4942,74451.03
2004,212420,23564,253792.63
2004,213105,350,5301.26
2004,213110,27,232.48
2004,213115,38,559.37
2004,213120,19,87.67
2004,213125,8,80.82
2004,213135,1,46.67
2004,213150,133,1753.09
2004,213155,24,350.82
2004,213160,4,51.7
2004,213170,4,22.8
2004,213205,3712,42736.77
2004,213210,1802,26861.45
2004,213305,18,164.14
2004,213310,2,18.91
2004,213315,165,1884.26
2004,213405,2667,62664.12
2004,213410,40,495.49
2004,213415,538,18255.41
2004,213420,8,133.45
2004,213425,14,189.09
2004,213430,7,106.4
2004,214105,6842,91061.26
2004,214110,326,2765.12
2004,214115,217,2507.38
2004,214120,183,1431.95
2004,214125,902,8668.07
2004,214130,2,22.03
2004,214205,37692,552464.93
2004,214210,195,2513.03
2004,214215,2538,28447.83
2004,214220,188,2035.04
2004,214225,392,7131.96
2004,214230,185,2596.66
2004,214235,74,1280.85
2004,214240,114,1564.14
2004,214245,47,507.69
2004,214250,30,587.25
2004,214255,1079,14373.45
2004,214260,2460,50302.63
2004,214265,11,103.81
2004,214270,980,13754.52
2004,214305,11401,241938.74
2004,214310,4148,78114.09
2004,214315,589,9797.06
2004,214320,506,7776.04
2004,214325,752,14068.01
2004,214330,366,6053.26
2004,214335,240,4582.65
2004,214340,5638,97263.45
2004,214345,1373,29555
2004,214350,140,2810.57
2004,214360,264,3855.01
2004,214365,1106,9810.02
2004,214405,9270,159049.9
2004,214410,2275,46111.73
2004,214415,17,287.55
2004,214420,4165,129706.82
2004,214425,2473,58222.34
2004,214430,453,11858.71
2004,214505,3308,53864.33
2004,214510,784,13742.86
2004,214515,79,1149.53
2004,214520,226,4252.97
2004,214525,2581,103541.27
2004,214530,301,4598.08
2004,214605,603,10006.56
2004,214610,2438,44640.35
2004,214705,1219,22266.36
2004,214710,28,397.35
2004,214715,27,402.63
2004,214720,32,413.88
2004,214725,141,4758.1
2004,214730,15,292.49
2004,214735,18,368.77
2004,214740,41,629.91
2004,214805,385,3604.17
2004,214810,189,2127.68
2004,214905,7494,133232.38
2004,214910,3561,65153.71
2004,214915,4677,60764.35
2004,214920,63,1153.04
2004,214925,379,7011.6
2004,215105,253,1195.48
2004,215110,35,643.52
2004,215115,722,13871.64
2004,215120,513,3140.28
2004,215125,343,7030.23
2004,215130,94,459.69
2004,215135,136,547.38
2004,215140,580,11598.13
2004,215145,52,343.63
2004,215150,260,1771.37
2004,215205,442,7664.74
2004,215210,396,7452.91
2004,215215,482,7630.2
2004,215220,85,2114.12
2004,215305,5672,149883.13
2004,215310,70,1454.21
2004,215315,106,496.77
2004,221105,10129,82678.92
2004,222105,1134,11078.4
2004,222110,14993,208408.97
2004,222115,119,1141.94
2004,222120,1109,14846.72
2004,223204,369,2477.26
2004,223208,38214,270691.85
2004,223212,307,2336.84
2004,223216,15,145.98
2004,223220,21,107.5
2004,223224,53,500.84
2004,223228,11,46.99
2004,223232,396,2350.58
2004,223236,106,592.38
2004,223240,98,530.96
2004,223244,35,225.52
2004,223248,32,203.33
2004,223252,34,191.45
2004,223256,119,623.14
2004,223260,32,170.11
2004,223264,22,124.3
2004,223268,157,1108.91
2004,223272,4866,38783.98
2004,223305,8513,83178.76
2004,223310,1070,10751.11
2004,223405,48334,275785.3
2004,223415,10491,69073.21
2004,223505,86587,696947.78
2004,223510,1680,13567.32
2004,223515,28,309.72
2004,223520,1003,9233.42
2004,223525,419,4520.38
2004,223530,913,7880.57
2004,223535,217,1787.09
2004,223540,76,439.17
2004,223545,597,4845.84
2004,223550,362,2339.42
2004,223555,83,526.41
2004,223560,844,5949.26
2004,223605,13770,74575.02
2004,223705,831,3235.43
2004,223710,14685,85859.06
2004,223810,5255,27489.13
2004,223905,3948,21356.82
2004,223910,150,819.83
2004,224105,1227,3403.24
2004,224110,240,1512.97
2004,224115,823,3138.53
2004,224120,4959,15172.27
2004,224125,11602,48170.9
2004,224130,515,1676
2004,224135,1408,6518.31
2004,225103,293,2670.54
2004,225105,155,1566.83
2004,225106,2306,31598.59
2004,225109,284,2699.82
2004,225110,648,13088.04
2004,225112,854,8913.06
2004,225115,3339,35701.96
2004,225118,26,142.62
2004,225120,1782,15322.91
2004,225121,266,2662.81
2004,225124,9489,92120.64
2004,225125,152114,1473976.85
2004,225127,259,2250.75
2004,225130,2829,47746.64
2004,225133,2078,16687.94
2004,225135,525,3668.67
2004,225136,55,329.55
2004,225139,2521,24125.88
2004,225140,6322,70665.36
2004,225145,44,394.67
2004,225148,277,2709.74
2004,225150,1100,11902.9
2004,225151,1686,19630.61
2004,225155,168,1207.62
2004,225160,196,1738.48
2004,225165,151,1168.51
2004,225170,1125,12451.18
2004,225175,18,237.28
2004,225180,92,780.49
2004,225185,226,2735.87
2004,225195,59,428.94
2004,225210,151,1375.8
2004,225215,63,400.26
2004,225220,11,84.86
2004,225225,7173,79720.5
2004,225230,320,2584.95
2004,225235,213,2403.51
2004,225240,46,573.03
2004,225250,5617,52416.8
2004,225255,55,370.44
2004,225260,207,2435.24
2004,225265,791,5582.24
2004,225270,1600,15441.3
2004,225275,832,7221.75
2004,225280,83,712.98
2004,225285,383,3742.09
2004,225305,136,1192.2
2004,225310,111,825.91
2004,225315,20,170.34
2004,225320,1014,11963.73
2004,225325,238,2909.93
2004,225330,138,1427.8
2004,225340,227,2722.69
2004,225350,17,650.83
2004,231105,50386,234526.86
2004,231110,6377,20339.61
2004,231205,261341,1477513.45
2004,231210,388283,1445871.59
2004,231305,48763,231720.16
2004,231310,38546,148561.18
2004,231315,20844,91846.12
2004,231320,8956,39160.96
2004,231325,12959,56009.47
2004,231330,3550,12250.57
2004,231335,13938,56760.19
2004,231340,12679,57784.45
2004,232105,30845,128208.43
2004,232110,9122,41245.9
2004,232115,204491,1007465.17
2004,232120,5393,19970.16
2004,232125,1272,4273.17
2004,232130,5342,23522.68
2004,232135,6702,27948.91
2004,232140,7284,30559.01
2004,232145,11513,43842.51
2004,232150,6941,24510.42
2004,232155,7648,32768.87
2004,232160,1015,2861.2
2004,232165,5499,25148.32
2004,232170,510,1610.33
2004,233105,699,2540.62
2004,233110,83939,411077.69
2004,233115,492,3611.2
2004,233120,1301,4145.62
2004,233125,1173,4374.89
2004,233130,936,9109.36
2004,233135,602,3916.31
2004,233205,1994,7222.94
2004,233210,11271,69902.23
2004,233215,5828,25189.78
2004,233220,588,1818.42
2004,233225,8575,23160.35
2004,234105,2561,22575.35
2004,234110,2620,31030.1
2004,234115,2147,22132.25
2004,234120,4130,38461.71
2004,234125,311,1952.04
2004,234205,1064,17065.4
2004,234210,1731,16050.23
2004,234215,13,99.6
2004,234305,1398,16930.73
2004,234310,5002,72089.54
2004,234315,716,7487.4
2004,234320,161,2848.12
2004,234405,50506,290670.27
2004,234410,3276,20994.7
2004,234415,2724,27088.88
2004,234420,1138,14259.63
2004,234425,2020,17970.96
2004,234430,457,4030.35
2004,234435,5579,69683.59
2004,234440,641,8778.18
2004,234445,450,3733.22
2004,234450,2588,27795.73
2004,234455,132,925.6
2004,234460,285,4362.94
2004,234505,44227,462660.29
2004,234510,18038,136434.03
2004,234515,4941,65890
2004,234520,32342,294958.36
2004,234604,260,1937.73
2004,234608,135,559.72
2004,234612,394,2900.17
2004,234616,12695,58298.23
2004,234620,1503,5276
2004,234624,14679,92674.02
2004,234628,536,3517.84
2004,234632,417,2789.92
2004,234636,30,265.37
2004,234640,5,15.31
2004,234644,42,124.66
2004,234648,205,1328.92
2004,234652,117,377.52
2004,234656,14,80.79
2004,234660,236,1096.74
2004,234664,452,2170.18
2004,234668,936,3870.58
2004,234672,381,3327.53
2004,234676,184,2306.39
2004,234680,18,209.01
2004,234684,67,845.83
2004,234705,5488,36798.51
2004,234710,42,170.89
2004,234715,77,409.55
2004,234720,388,3152.45
2004,234725,5478,33868.87
2004,234730,8139,80183.73
2004,234735,2931,38730.61
2004,234740,1020,8111.97
2004,234745,1596,16147.45
2004,234750,487,4169.63
2004,234755,29,287.31
2004,234760,3305,40214.25
2004,234765,327,3020.54
2004,234770,1147,12637.43
2004,234805,5509,59453.09
2004,234810,18296,155839.16
2004,234815,2942,19461.63
2004,234905,1044,8998.11
2004,234910,634,5523.87
2004,234915,1127,6190.75
2004,239205,2214,12250
2004,239210,1883,6018.68
2004,239215,6814,21506.12
2004,239220,2065,8006.3
2004,239225,198,731.91
2004,239405,33171,231606.17
2004,239410,22968,130056.69
2004,239415,11807,76196.26
2004,239420,431,1418.5
2004,239425,341,1945.76
2004,239430,14690,80459.9
2004,241005,20371,284335.36
2004,241010,4108,65218.38
2004,241015,389,4228.05
2004,241020,831,7438.65
2004,241025,230,2165.41
2004,241030,414,6332.63
2004,241035,1161,13040.87
2004,241040,10178,211078.21
2004,241205,115,1759.16
2004,241210,1107,37675.86
2004,241215,1023,33219.96
2004,241220,2096,52520.06
2004,241225,1981,47759.35
2004,241230,284,1287.67
2004,241235,88,2411.79
2004,241305,25,91.08
2004,241310,71,449.21
2004,241315,93,346.06
2004,241320,51,189.83
2004,241325,356,2426.17
2004,241330,338,1167.39
2004,241335,946,6835.91
2004,241340,102,955.7
2004,242205,447,23900.18
2004,242210,1788,117477.57
2004,242215,19,1190.83
2004,242220,298,17876.28
2004,242225,209,14044.18
2004,242230,128,8725.54
2004,242235,3126,166412.22
2004,242240,14,870.48
2004,242245,92,5377.98
2004,242250,38,2204.2
2004,242305,10404,234378.54
2004,242405,1542,32259.98
2004,242410,220,4385.67
2004,251105,222,1776.14
2004,251110,95,660.54
2004,251115,44,566.02
2004,251120,1006,10369.23
2004,251205,7514,129974.33
2004,251210,181,4550.33
2004,251215,8707,121267.77
2004,251220,697,9981.47
2004,251225,2546,27083.8
2004,251230,151,1593.43
2004,251235,246,2457.58
2004,251305,464,5399.17
2004,251405,60,592.68
2004,251505,4125,22036.72
2004,251510,13334,89138.13
2004,251515,83,418.21
2004,251520,1036,6416.27
2004,251525,112,1555.38
2004,251530,2832,16427.35
2004,251535,253,1653.08
2004,251540,1933,15133.36
2004,251545,18,96.75
2004,251550,129,762.67
2004,251605,35908,250543.7
2004,251610,465,2919.36
2004,252105,66206,893611.27
2004,252205,16660,307713.89
2004,252210,51140,563663.56
2004,252215,168,1952.33
2004,252305,84844,429115.78
2004,252310,11342,79058.25
2004,252315,1060,4909.41
2004,252405,21539,221319.61
2004,252505,529,6772.09
2004,252510,784,8259.14
2004,252515,1258,8010.57
2004,252525,5237,39409.2
2004,252530,57,300.4
2004,252535,45,247.61
2004,252540,1916,28442.83
2004,252545,12922,238851.75
2004,253110,2406,20556.32
2004,253115,5256,45156.25
2004,253120,16017,188702.36
2004,253125,7678,82912.18
2004,253140,10605,141770.92
2004,253205,952,17544.71
2004,253210,4271,66484.58
2004,253215,30797,417251.64
2004,253220,1351,32501.14
2004,253225,2564,20129.22
2004,253305,3791,35138.92
2004,254105,9280,330128.93
2004,254110,331,6191.69
2004,254205,4098,146940.2
2004,254305,437,12497.2
2004,254310,5321,14513.76
2004,254405,11698,320473.64
2004,254410,15604,127225.61
2004,254415,8796,170505.54
2004,254420,1089,6627.89
2004,261105,563,5650.19
2004,261110,2703,16556.23
2004,261115,831,18056.52
2004,261120,4458,57159.23
2004,261125,6479,74308.52
2004,261130,722,4231.84
2004,261135,5221,49223.78
2004,261140,7000,20461.4
2004,261205,8984,86184.04
2004,261210,1377,14341.47
2004,261215,1752,17504.44
2004,261305,3062,15587.62
2004,261310,396,2507.73
2004,261405,9,80.78
2004,261410,192,898.86
2004,261415,28,194.09
2004,261420,454,5092.99
2004,261505,553,8042.7
2004,261510,59,464.79
2004,261515,74,199.48
2004,261520,55,590.48
2004,261525,96,252.5
2004,261530,1192,9540.08
2004,261605,682,7960.59
2004,261610,346,5433.74
2004,261615,217,873.67
2004,261620,101,1550.56
2004,261625,15,182.2
2004,261705,288,1314.26
2004,261710,416,1952.69
2004,261715,10386,29611.96
2004,261720,1375,3647.22
2004,261725,89,414.16
2004,261730,1756,12920.14
2004,261805,2233,7672.94
2004,261810,88,411.05
2004,261815,370,748.53
2004,261820,863,7580.36
2004,262105,219,1477.3
2004,262110,250,1409.68
2004,262115,1113,7969.63
2004,262120,129,486.09
2004,262125,1276,11384.17
2004,262205,120,1364.3
2004,262210,117,766.4
2004,262215,191,5205.94
2004,262220,1449,22522.33
2004,262305,55,122.78
2004,262310,15,53.61
2004,262315,99,215.85
2004,262320,47,280.52
2004,262325,191,2056.27
2004,262330,1056,11438.35
2004,262405,3303,12393.59
2004,262410,5057,27624.24
2004,262505,849,16768.87
2004,262605,137,432.68
2004,262610,1294,5291.27
2004,262615,2301,8009.2
2004,262620,334,626.95
2004,262705,781,4061.49
2004,262710,2090,9980.61
2004,262805,81,408.98
2004,262810,582,3856.36
2004,262815,202,636.9
2004,262825,81,162.41
2004,262830,1157,2501.61
2004,262905,422,1733.24
2004,263105,2042,14890.73
2004,263110,448,1581.21
2004,263115,170,848.21
2004,271105,9704,31329.54
2004,300105,963,8380.14
2004,300110,90,632.05
2004,300305,5211,30097.42
2004,301105,17754,90185.63
2004,301110,5255,21776.76
2004,301115,1413,25950.07
2004,301205,87,419.5
2004,311105,18825,128218.34
2004,311110,2160,13114.65
2004,311115,875,4128.65
2004,311205,1699,17708.53
2004,311305,892,5822.97
2004,311405,6454,26771
2004,311410,12311,42264.85
2004,311505,1846,11356.9
2004,311510,421,3849.95
2004,311515,1771,13809.86
2004,311520,484,2953.8
2004,311605,1360,9869.16
2004,311610,154,1017.58
2004,311615,385,1215.1
2004,311620,66,263.28
2004,311625,2033,5029.37
2004,311705,1036,2690.58
2004,311710,37996,80359.71
2004,311715,3424,14280.3
2004,311720,299,931.26
2004,311725,990,2505.17
2004,312105,22928,165765.84
2004,312205,2744,16788.79
2004,312210,3622,26702.38
2004,312305,1677,10259.68
2004,312310,206,999.37
2004,312315,276,1509.82
2004,312320,7128,33087.86
2004,313105,16661,129214.46
2004,313110,2767,29864.19
2004,313115,13075,91462.85
2004,313120,10759,98159.79
2004,313125,2055,8865.52
2004,313130,9041,72654.32
2004,313205,18009,103828.43
2004,313210,5644,48448.27
2004,313215,42313,240809.2
2004,313220,12800,46640.36
2004,313305,7328,33141.13
2004,313310,6298,37039.59
2004,313315,21666,161536.31
2004,313320,2228,16474.22
2004,313405,317,1486.1
2004,313410,3554,31600.55
2004,313415,10096,34146.47
2004,313505,596,2486.1
2004,314105,2259,15855.23
2004,314110,23993,163375.64
2004,314115,3677,11339.81
2004,314120,6970,45944
2004,314125,1725,9297.86
2004,314205,1167,10431.21
2004,314210,847,4103.03
2004,314305,1285,10392.27
2004,314310,2799,29059.99
2004,314315,209,2824.73
2004,314405,2955,21106.01
2004,314410,5247,29851.71
2004,314605,652,6044.16
2004,314610,577,5773.72
2004,314615,1228,5842.22
2004,314620,1372,10495.68
2004,314705,213,1632.65
2004,314710,232,3063.38
2004,314715,431,3553.03
2004,314720,229,3881.82
2004,314725,96,1275.57
2004,314730,35,322.74
2004,316105,13,103.25
2004,316110,641,5007.95
2004,316115,20,62.02
2004,316120,22,66.02
2004,316305,1661,14438.99
2004,316310,636,18788.95
2004,316315,83,728.14
2004,316320,64,339.66
2004,316325,46,382.89
2004,316330,17,167.37
2004,316335,6,116.78
2004,316340,41,196.89
2004,317105,1524,9415.39
2004,317110,68231,428326.95
2004,317115,2346,16725.66
2004,317120,567,2738.08
2004,317205,40054,190838.19
2004,317210,14781,75294.42
2004,318005,6770,39266.83
2004,318010,2753,11482.07
2004,318015,5398,47073.44
2004,318105,1469,6090.27
2004,318110,549,2136.74
2004,318115,993,4433.93
2004,318120,50,190.22
2004,318205,2212,14983.34
2004,318210,382,6941.99
2004,318215,113,838.04
2004,318305,1103,4275.69
2004,318310,123,585.61
2004,318405,3343,13632.54
2004,318410,318,1715.28
2004,318415,191,1262.34
2004,318420,766,3522.33
2004,318425,456,1631.51
2004,318430,503,2485.49
2004,318505,1908,10152.71
2004,318510,3266,22168.91
2004,318605,1337,12353.76
2004,318610,5571,54572.41
2004,318705,1322,10744.01
2004,318710,325,2216.83
2004,318805,1225,4139.07
2004,318810,9831,27354.11
2004,318815,1948,14357.2
2004,319105,235,1475.31
2004,319110,287,750.5
2004,319205,177,619.58
2004,320105,220,992.42
2004,320110,106,473.14
2004,321105,19843,96718.65
2004,321110,7246,35147.98
2004,321205,1153,2943.69
2004,321210,3837,25641.89
2004,321305,177,761.14
2004,321310,793,1470.17
2004,321315,3,16.75
2004,321320,12,25.66
2004,322105,585,2758.17
2004,322110,489,1083.57
2004,322115,58,107.11
2004,322120,2315,5635.94
2004,322130,3949,7368.71
2004,322205,113270,382129.37
2004,322210,3223,10955.19
2004,322215,4397,18164.02
2004,322220,982,2253.15
2004,322225,1868,6666.77
2004,322230,379497,1235657.9
2004,322235,7763,24993.63
2004,322240,1277,2905.64
2004,322305,1967,4948.14
2004,322405,3969,13005.75
2004,322410,1197,2838.63
2004,322415,27029,51610.03
2004,322420,3517,5884.14
2004,322505,2441,7127.78
2004,322605,968,2999.57
2004,323105,529,2329.25
2004,324105,1071,4041.04
2004,324110,832,2881.99
2004,324115,21911,97703.52
2004,324205,18868,72218.55
2004,325005,133,665.78
2004,325010,68,1289.58
2004,325015,335,2195.28
2004,325105,5371,10626.73
2004,325110,4603,14310.24
2004,325205,11801,30638.08
2004,325305,370,1765.58
2004,325310,147,637.75
2004,328105,593,3437.43
2004,328110,78,466.08
2004,331105,89320,283165.26
2004,331110,53451,111056.53
2004,331205,683739,2417407.1
2004,331305,24668,129309.09
2004,332105,35416,93350.85
2004,332205,6148,21142.4
2004,333105,11972,24235.04
2004,333110,19799,52126.97
2004,333115,18115,74899.38
2004,334105,12327,29733.39
2004,334110,65152,177499.62
2004,341105,774,8759.02
2004,341110,148,1289.38
2004,341115,296,4504.92
2004,341120,322,1985.45
2004,341205,439,3416.88
2004,341210,354,3578.18
2004,341215,631,2971.8
2004,341220,406,1861.71
2004,341225,279,1217.67
2004,341230,895,3888.93
2004,341305,571,2416.74
2004,341310,951,7758.62
2004,341315,339,1685.26
2004,342105,19940,71058.12
2004,342110,4058,33388.38
2004,342115,2284,11821.82
2004,342120,3154,15481.99
2004,342205,3898,10971.79
2004,342210,1421,6448.07
2004,342305,9517,49008.91
2004,342310,5388,22771.39
2004,342315,9228,40399.08
2004,342405,7866,57938.06
2004,342410,3302,25326.98
2004,342505,2563,20610.85
2004,342510,857,5791.38
2004,342515,109,360.37
2004,342520,1722,32011.66
2004,342525,148,2372.55
2004,342530,81,585.25
2004,342535,1290,5342.84
2004,342540,217,2237.91
2004,342545,336,2992.88
2004,342605,393,3298.3
2004,342610,1333,13275.98
2004,351105,28122,190052.09
2004,351110,9400,79112.59
2004,351115,1738,16057.65
2004,351305,63018,381582.78
2004,351310,773,5777.76
2004,351315,4431,29793.04
2004,351405,40287,498375.5
2004,351410,6641,102973.84
2004,351415,3147,20118.26
2004,351420,15299,132599.07
2004,351425,27719,372285.68
2004,351430,29271,513325.88
2004,351505,82030,272265.82
2004,351510,9578,37502.43
2004,351515,169,743.86
2004,351605,34300,222554.26
2004,351705,3863,26274.73
2004,351710,2174,14803.63
2004,351715,4988,29584.58
2004,351720,3160,17035.31
2004,351725,1288,6265.17
2004,351730,2897,16874.78
2004,351735,142,2249.78
2004,351740,5325,35805.44
2004,351805,115,431.41
2004,351810,35972,303312.77
2004,351815,4128,34522.2
2004,352205,10107,66366.76
2004,352210,87686,291664.25
2004,352305,1614,10573.2
2004,352310,6122,26865.72
2004,352315,152,619.14
2004,352320,61,165.47
2004,352405,74,308.5
2004,352410,215,623.85
2004,352420,48,176.86
2004,353205,793,6223.76
2004,353210,200,1799.18
2004,353215,65,356.24
2004,353220,510,5915.22
2004,353225,913,9954.31
2004,353230,3264,17190.34
2004,353235,22673,220341.31
2004,354120,14609,78226.85
2004,354125,73434,287614.14
2004,354130,43982,183992.47
2004,354135,17227,214874.68
2004,354140,10962,46866.53
2004,354145,33239,194767.29
2004,354205,33846,254830.88
2004,354210,7196,63686.14
2004,354305,6701,74759.52
2004,354405,83,332.87
2004,354410,378,1956.05
2004,354415,772,4111.91
2004,354505,753,3195.13
2004,354605,623,2345.3
2004,354705,4590,48805.15
2004,354805,4792,11698.94
2004,354810,1249,4436.59
2004,354815,7428,25915.88
2004,354820,1074,5098.17
2004,371105,12811,35626.12
2004,371110,1279,8357.41
2004,371205,52,173.54
