ano,cbo2002,empregados
2014,271105,11743
2015,271105,13265
2016,271105,14409
2010,271110,16
2011,271110,54
2012,271110,127
2013,271110,182
2014,271110,226
2015,271110,203
2016,271110,247
2003,300105,793
2004,300105,963
2005,300105,1327
2006,300105,1589
2007,300105,1873
2008,300105,2192
2009,300105,2529
2010,300105,2893
2011,300105,3372
2012,300105,3642
2013,300105,3998
2014,300105,4222
2015,300105,4233
2016,300105,4043
2003,300110,83
2004,300110,90
2005,300110,117
2006,300110,184
2007,300110,247
2008,300110,291
2009,300110,327
2010,300110,438
2011,300110,484
2012,300110,550
2013,300110,572
2014,300110,556
2015,300110,568
2016,300110,453
1986,300305,1263
1987,300305,1266
1988,300305,1412
1989,300305,1502
1990,300305,1398
1991,300305,1555
1992,300305,1087
1993,300305,1106
1994,300305,1374
1995,300305,2912
1996,300305,2274
1997,300305,2491
1998,300305,2379
1999,300305,2575
2000,300305,2884
2001,300305,3021
2002,300305,3124
2003,300305,5578
2004,300305,5211
2005,300305,5414
2006,300305,8004
2007,300305,7932
2008,300305,8437
2009,300305,8504
2010,300305,10013
2011,300305,10814
2012,300305,11228
2013,300305,12674
2014,300305,13574
2015,300305,13221
2016,300305,13116
1986,301105,12787
1987,301105,13441
1988,301105,14766
1989,301105,15587
1990,301105,14937
1991,301105,12845
1992,301105,12398
1993,301105,12890
1994,301105,13521
1995,301105,8432
1996,301105,9944
1997,301105,9833
1998,301105,9498
1999,301105,10318
2000,301105,10747
2001,301105,11194
2002,301105,12399
2003,301105,16762
2004,301105,17754
2005,301105,18613
2006,301105,20019
2007,301105,21218
2008,301105,22999
2009,301105,23222
2010,301105,24364
2011,301105,25010
2012,301105,26184
2013,301105,27392
2014,301105,27800
2015,301105,26424
2016,301105,25929
1986,301110,5453
1987,301110,5499
1988,301110,6482
1989,301110,6128
1990,301110,6220
1991,301110,5778
1992,301110,4096
1993,301110,4606
1994,301110,4329
1995,301110,3252
1996,301110,3863
1997,301110,3902
1998,301110,4115
1999,301110,4414
2000,301110,3616
2001,301110,3767
2002,301110,4165
2003,301110,4545
2004,301110,5255
2005,301110,5781
2006,301110,6233
2007,301110,6841
2008,301110,8044
2009,301110,8974
2010,301110,9905
2011,301110,10247
2012,301110,10708
2013,301110,11727
2014,301110,11895
2015,301110,10245
2016,301110,8981
1986,301115,1202
1987,301115,1332
1988,301115,1332
1989,301115,1349
1990,301115,1303
1991,301115,924
1992,301115,748
1993,301115,1085
1994,301115,914
1995,301115,518
1996,301115,725
1997,301115,854
1998,301115,542
1999,301115,377
2000,301115,405
2001,301115,427
2002,301115,508
2003,301115,345
2004,301115,1413
2005,301115,1535
2006,301115,1674
2007,301115,1813
2008,301115,1793
2009,301115,2116
2010,301115,2143
2011,301115,2225
2012,301115,2263
2013,301115,2353
2014,301115,2338
2015,301115,2173
2016,301115,1653
2003,301205,96
2004,301205,87
2005,301205,131
2006,301205,132
2007,301205,132
2008,301205,370
2009,301205,229
2010,301205,230
2011,301205,312
2012,301205,339
2013,301205,310
2014,301205,280
2015,301205,326
2016,301205,328
1986,311105,10236
1987,311105,10415
1988,311105,11754
1989,311105,12047
1990,311105,11406
1991,311105,11078
1992,311105,11264
1993,311105,11141
1994,311105,11793
1995,311105,9426
1996,311105,9695
1997,311105,9622
1998,311105,9507
1999,311105,10515
2000,311105,11262
2001,311105,12908
2002,311105,14134
2003,311105,17805
2004,311105,18825
2005,311105,19586
2006,311105,20356
2007,311105,21504
2008,311105,22033
2009,311105,22432
2010,311105,23984
2011,311105,24672
2012,311105,25790
2013,311105,27217
2014,311105,27754
2015,311105,27875
2016,311105,27182
1986,311110,146
1987,311110,182
1988,311110,210
1989,311110,295
1990,311110,278
1991,311110,249
1992,311110,435
1993,311110,198
1994,311110,170
1995,311110,179
1996,311110,187
1997,311110,187
1998,311110,141
1999,311110,194
2000,311110,242
2001,311110,242
2002,311110,313
2003,311110,1939
2004,311110,2160
2005,311110,2321
2006,311110,2131
2007,311110,1613
2008,311110,1938
2009,311110,2192
2010,311110,1921
2011,311110,1937
2012,311110,1580
2013,311110,1675
2014,311110,1423
2015,311110,1417
2016,311110,1444
1986,311115,689
1987,311115,691
1988,311115,807
1989,311115,801
1990,311115,722
1991,311115,697
1992,311115,743
1993,311115,757
1994,311115,745
1995,311115,657
1996,311115,660
1997,311115,610
1998,311115,569
1999,311115,614
2000,311115,629
2001,311115,731
2002,311115,813
2003,311115,894
2004,311115,875
2005,311115,1010
2006,311115,1024
2007,311115,1110
2008,311115,999
2009,311115,1582
2010,311115,2067
2011,311115,1692
2012,311115,558
2013,311115,509
2014,311115,392
2015,311115,397
2016,311115,390
1986,311205,1195
1987,311205,1263
1988,311205,1403
1989,311205,1634
1990,311205,1439
1991,311205,2182
1992,311205,2156
1993,311205,1268
1994,311205,1349
1995,311205,998
1996,311205,964
1997,311205,973
1998,311205,906
1999,311205,1107
2000,311205,1640
2001,311205,1849
2002,311205,2109
2003,311205,1813
2004,311205,1699
2005,311205,1797
2006,311205,1669
2007,311205,1756
2008,311205,1227
2009,311205,1980
2010,311205,1577
2011,311205,1665
2012,311205,1131
2013,311205,1083
2014,311205,1125
2015,311205,933
2016,311205,850
1986,311305,379
1987,311305,372
1988,311305,400
1989,311305,420
1990,311305,398
1991,311305,368
1992,311305,362
1993,311305,329
1994,311305,301
1995,311305,394
1996,311305,436
1997,311305,438
1998,311305,413
1999,311305,389
2000,311305,447
2001,311305,520
2002,311305,573
2003,311305,866
2004,311305,892
2005,311305,1004
2006,311305,993
2007,311305,931
2008,311305,1004
2009,311305,995
2010,311305,1220
2011,311305,1121
2012,311305,1134
2013,311305,1207
2014,311305,1241
2015,311305,803
2016,311305,796
1986,311405,8790
1987,311405,8365
1988,311405,9082
1989,311405,10225
1990,311405,9039
1991,311405,8739
1992,311405,7838
1993,311405,8523
1994,311405,8531
1995,311405,7657
1996,311405,7361
1997,311405,6812
1998,311405,6659
1999,311405,6875
2000,311405,7417
2001,311405,7804
2002,311405,8394
2003,311405,6308
2004,311405,6454
2005,311405,4997
2006,311405,4666
2007,311405,4874
2008,311405,3868
2009,311405,3707
2010,311405,3674
2011,311405,3505
2012,311405,3560
2013,311405,3319
2014,311405,3357
2015,311405,2480
2016,311405,2395
1986,311410,25679
1987,311410,23593
1988,311410,25133
1989,311410,28457
1990,311410,24702
1991,311410,23578
1992,311410,21219
1993,311410,23121
1994,311410,24458
1995,311410,22331
1996,311410,22616
1997,311410,21691
1998,311410,20708
1999,311410,21689
2000,311410,23989
2001,311410,24678
2002,311410,26600
2003,311410,12996
2004,311410,12311
2005,311410,11957
2006,311410,10748
2007,311410,9461
2008,311410,8156
2009,311410,7269
2010,311410,8879
2011,311410,8476
2012,311410,7903
2013,311410,7625
2014,311410,6842
2015,311410,5908
2016,311410,4072
2003,311505,1561
2004,311505,1846
2005,311505,2137
2006,311505,2644
2007,311505,3968
2008,311505,5148
2009,311505,4565
2010,311505,5517
2011,311505,6453
2012,311505,7492
2013,311505,8012
2014,311505,8741
2015,311505,8154
2016,311505,7486
1986,311510,486
1987,311510,470
1988,311510,532
1989,311510,504
1990,311510,783
1991,311510,779
1992,311510,211
1993,311510,246
1994,311510,226
1995,311510,232
1996,311510,255
1997,311510,225
1998,311510,276
1999,311510,312
2000,311510,494
2001,311510,488
2002,311510,509
2003,311510,409
2004,311510,421
2005,311510,387
2006,311510,362
2007,311510,436
2008,311510,701
2009,311510,456
2010,311510,467
2011,311510,482
2012,311510,497
2013,311510,469
2014,311510,453
2015,311510,463
2016,311510,394
1986,311515,367
1987,311515,362
1988,311515,428
1989,311515,461
1990,311515,435
1991,311515,409
1992,311515,420
1993,311515,478
1994,311515,550
1995,311515,672
1996,311515,850
1997,311515,986
1998,311515,1104
1999,311515,1263
2000,311515,1363
2001,311515,1691
2002,311515,2013
2003,311515,1814
2004,311515,1771
2005,311515,1757
2006,311515,2074
2007,311515,2152
2008,311515,2182
2009,311515,2645
2010,311515,3339
2011,311515,3076
2012,311515,2942
2013,311515,2900
2014,311515,3381
2015,311515,3546
2016,311515,3258
2003,311520,445
2004,311520,484
2005,311520,491
2006,311520,541
2007,311520,398
2008,311520,445
2009,311520,589
2010,311520,721
2011,311520,664
2012,311520,617
2013,311520,773
2014,311520,870
2015,311520,1019
2016,311520,1073
1986,311605,792
1987,311605,751
1988,311605,911
1989,311605,903
1990,311605,1490
1991,311605,1562
1992,311605,903
1993,311605,1194
1994,311605,1078
1995,311605,583
1996,311605,647
1997,311605,566
1998,311605,559
1999,311605,659
2000,311605,748
2001,311605,742
2002,311605,736
2003,311605,1179
2004,311605,1360
2005,311605,1322
2006,311605,1284
2007,311605,1162
2008,311605,1130
2009,311605,1092
2010,311605,1109
2011,311605,1122
2012,311605,1374
2013,311605,1197
2014,311605,1173
2015,311605,1021
2016,311605,937
1986,311610,122
1987,311610,124
1988,311610,141
1989,311610,158
1990,311610,169
1991,311610,155
1992,311610,111
1993,311610,128
1994,311610,151
1995,311610,45
1996,311610,81
1997,311610,81
1998,311610,81
1999,311610,67
2000,311610,66
2001,311610,70
2002,311610,76
2003,311610,196
2004,311610,154
2005,311610,162
2006,311610,242
2007,311610,194
2008,311610,191
2009,311610,224
2010,311610,253
2011,311610,288
2012,311610,289
2013,311610,299
2014,311610,293
2015,311610,237
2016,311610,214
1986,311615,271
1987,311615,293
1988,311615,248
1989,311615,227
1990,311615,295
1991,311615,329
1992,311615,203
1993,311615,213
1994,311615,169
1995,311615,67
1996,311615,101
1997,311615,101
1998,311615,88
1999,311615,90
2000,311615,94
2001,311615,95
2002,311615,127
2003,311615,369
2004,311615,385
2005,311615,411
2006,311615,378
2007,311615,361
2008,311615,398
2009,311615,339
2010,311615,350
2011,311615,363
2012,311615,331
2013,311615,317
2014,311615,149
2015,311615,144
2016,311615,114
1986,311620,93
1987,311620,86
1988,311620,69
1989,311620,69
1990,311620,64
1991,311620,59
1992,311620,117
1993,311620,62
1994,311620,66
1995,311620,31
1996,311620,57
1997,311620,51
1998,311620,50
1999,311620,51
2000,311620,44
2001,311620,61
2002,311620,62
2003,311620,68
2004,311620,66
2005,311620,54
2006,311620,53
2007,311620,70
2008,311620,120
2009,311620,128
2010,311620,112
2011,311620,109
2012,311620,113
2013,311620,120
2014,311620,116
2015,311620,95
2016,311620,84
1986,311625,935
1987,311625,888
1988,311625,876
1989,311625,953
1990,311625,864
1991,311625,802
1992,311625,736
1993,311625,779
1994,311625,810
1995,311625,593
1996,311625,595
1997,311625,562
1998,311625,534
1999,311625,580
2000,311625,624
2001,311625,643
2002,311625,636
2003,311625,2399
2004,311625,2033
2005,311625,1554
2006,311625,1396
2007,311625,1336
2008,311625,1290
2009,311625,1425
2010,311625,1279
2011,311625,979
2012,311625,754
2013,311625,641
2014,311625,590
2015,311625,449
2016,311625,370
1986,311705,680
1987,311705,565
1988,311705,551
1989,311705,720
1990,311705,448
1991,311705,443
1992,311705,488
1993,311705,574
1994,311705,659
1995,311705,571
1996,311705,554
1997,311705,537
1998,311705,556
1999,311705,663
2000,311705,702
2001,311705,734
2002,311705,806
2003,311705,1314
2004,311705,1036
2005,311705,868
2006,311705,759
2007,311705,849
2008,311705,688
2009,311705,741
2010,311705,793
2011,311705,705
2012,311705,711
2013,311705,683
2014,311705,618
2015,311705,542
2016,311705,528
1986,311710,70328
1987,311710,65941
1988,311710,68748
1989,311710,73122
1990,311710,69514
1991,311710,66954
1992,311710,46694
1993,311710,48785
1994,311710,39648
1995,311710,34598
1996,311710,33752
1997,311710,32851
1998,311710,31682
1999,311710,33557
2000,311710,36052
2001,311710,36697
2002,311710,38411
2003,311710,48296
2004,311710,37996
2005,311710,32219
2006,311710,29285
2007,311710,27953
2008,311710,25090
2009,311710,25291
2010,311710,25647
2011,311710,26445
2012,311710,26515
2013,311710,28379
2014,311710,26590
2015,311710,23664
2016,311710,20495
1986,311715,6
1987,311715,12
1988,311715,14
1989,311715,24
1990,311715,40
1991,311715,17
1992,311715,67
1993,311715,122
1994,311715,161
1995,311715,169
1996,311715,249
1997,311715,278
1998,311715,323
1999,311715,333
2000,311715,421
2001,311715,478
2002,311715,601
2003,311715,2732
2004,311715,3424
2005,311715,3805
2006,311715,4339
2007,311715,4942
2008,311715,5637
2009,311715,5693
2010,311715,6072
2011,311715,6444
2012,311715,6669
2013,311715,6690
2014,311715,6723
2015,311715,6293
2016,311715,6096
2003,311720,193
2004,311720,299
2005,311720,332
2006,311720,393
2007,311720,470
2008,311720,621
2009,311720,662
2010,311720,687
2011,311720,612
2012,311720,582
2013,311720,475
2014,311720,471
2015,311720,451
2016,311720,436
1986,311725,2947
1987,311725,2624
1988,311725,2539
1989,311725,2698
1990,311725,2159
1991,311725,2048
1992,311725,2167
1993,311725,2360
1994,311725,2516
1995,311725,2045
1996,311725,1983
1997,311725,2012
1998,311725,1817
1999,311725,2005
2000,311725,2187
2001,311725,2307
2002,311725,2513
2003,311725,1267
2004,311725,990
2005,311725,943
2006,311725,889
2007,311725,799
2008,311725,710
2009,311725,779
2010,311725,600
2011,311725,489
2012,311725,502
2013,311725,473
2014,311725,429
2015,311725,349
2016,311725,378
1986,312105,11818
1987,312105,12102
1988,312105,13230
1989,312105,13264
1990,312105,12722
1991,312105,13029
1992,312105,11638
1993,312105,12576
1994,312105,11585
1995,312105,11212
1996,312105,11764
1997,312105,11627
1998,312105,11515
1999,312105,11183
2000,312105,11691
2001,312105,12398
2002,312105,12980
2003,312105,21068
2004,312105,22928
2005,312105,22449
2006,312105,24261
2007,312105,28003
2008,312105,34109
2009,312105,37434
2010,312105,43147
2011,312105,47291
2012,312105,50456
2013,312105,52944
2014,312105,52865
2015,312105,46694
2016,312105,39248
1986,312205,2437
1987,312205,2460
1988,312205,2477
1989,312205,2399
1990,312205,1997
1991,312205,2112
1992,312205,2130
1993,312205,2122
1994,312205,2114
1995,312205,2017
1996,312205,1912
1997,312205,1865
1998,312205,1948
1999,312205,1829
2000,312205,1972
2001,312205,2312
2002,312205,2486
2003,312205,2623
2004,312205,2744
2005,312205,3075
2006,312205,3269
2007,312205,3487
2008,312205,3912
2009,312205,4417
2010,312205,4621
2011,312205,4686
2012,312205,4760
2013,312205,5101
2014,312205,6877
2015,312205,4650
2016,312205,3881
1986,312210,2404
1987,312210,2629
1988,312210,2965
1989,312210,3001
1990,312210,2974
1991,312210,2618
1992,312210,2713
1993,312210,2759
1994,312210,2348
1995,312210,2338
1996,312210,2303
1997,312210,3746
1998,312210,2261
1999,312210,2302
2000,312210,2344
2001,312210,2412
2002,312210,2545
2003,312210,3350
2004,312210,3622
2005,312210,4072
2006,312210,4792
2007,312210,5839
2008,312210,6238
2009,312210,7248
2010,312210,7078
2011,312210,7625
2012,312210,9619
2013,312210,10022
2014,312210,9809
2015,312210,9350
2016,312210,9211
1986,312305,3450
1987,312305,3574
1988,312305,3866
1989,312305,4134
1990,312305,3880
1991,312305,3547
1992,312305,2751
1993,312305,2652
1994,312305,2203
1995,312305,2253
1996,312305,2101
1997,312305,2087
1998,312305,2081
1999,312305,2075
2000,312305,2193
2001,312305,2238
2002,312305,2334
2003,312305,1648
2004,312305,1677
2005,312305,1721
2006,312305,1652
2007,312305,1682
2008,312305,1719
2009,312305,1789
2010,312305,1785
2011,312305,1911
2012,312305,1909
2013,312305,1784
2014,312305,1915
2015,312305,1844
2016,312305,1778
2003,312310,279
2004,312310,206
2005,312310,286
2006,312310,350
2007,312310,401
2008,312310,462
2009,312310,476
2010,312310,648
2011,312310,579
2012,312310,625
2013,312310,645
2014,312310,681
2015,312310,761
2016,312310,687
1986,312315,173
1987,312315,168
1988,312315,214
1989,312315,262
1990,312315,261
1991,312315,230
1992,312315,201
1993,312315,239
1994,312315,192
1995,312315,206
1996,312315,208
1997,312315,180
1998,312315,170
1999,312315,228
2000,312315,211
2001,312315,216
2002,312315,251
2003,312315,235
2004,312315,276
2005,312315,303
2006,312315,328
2007,312315,348
2008,312315,363
2009,312315,376
2010,312315,386
2011,312315,425
2012,312315,397
2013,312315,403
2014,312315,373
2015,312315,329
2016,312315,304
1986,312320,16526
1987,312320,16549
1988,312320,17436
1989,312320,16778
1990,312320,15467
1991,312320,14779
1992,312320,12067
1993,312320,11904
1994,312320,10387
1995,312320,9541
1996,312320,9629
1997,312320,9823
1998,312320,9366
1999,312320,8875
2000,312320,9273
2001,312320,9885
2002,312320,9956
2003,312320,6376
2004,312320,7128
2005,312320,8404
2006,312320,9641
2007,312320,11590
2008,312320,14383
2009,312320,16485
2010,312320,18416
2011,312320,20559
2012,312320,22152
2013,312320,23532
2014,312320,23145
2015,312320,17797
2016,312320,14646
1986,313105,14368
1987,313105,13331
1988,313105,13920
1989,313105,14027
1990,313105,14347
1991,313105,16722
1992,313105,17067
1993,313105,17828
1994,313105,19059
1995,313105,15251
1996,313105,16992
1997,313105,14905
1998,313105,10954
1999,313105,14625
2000,313105,14789
2001,313105,15353
2002,313105,15435
2003,313105,15591
2004,313105,16661
2005,313105,18064
2006,313105,20275
2007,313105,20247
2008,313105,20246
2009,313105,21394
2010,313105,22763
2011,313105,24725
2012,313105,26364
2013,313105,26858
2014,313105,27354
2015,313105,28079
2016,313105,27691
2003,313110,3791
2004,313110,2767
2005,313110,3076
2006,313110,3257
2007,313110,3645
2008,313110,3672
2009,313110,3672
2010,313110,4114
2011,313110,4118
2012,313110,3910
2013,313110,4154
2014,313110,4338
2015,313110,4258
2016,313110,3967
2003,313115,13141
2004,313115,13075
2005,313115,13688
2006,313115,14820
2007,313115,16545
2008,313115,18588
2009,313115,19236
2010,313115,21058
2011,313115,23475
2012,313115,25315
2013,313115,26696
2014,313115,26862
2015,313115,24938
2016,313115,23094
1986,313120,5261
1987,313120,6553
1988,313120,6890
1989,313120,7921
1990,313120,7572
1991,313120,7499
1992,313120,6960
1993,313120,6688
1994,313120,6165
1995,313120,4347
1996,313120,4410
1997,313120,4501
1998,313120,4236
1999,313120,4714
2000,313120,5177
2001,313120,5905
2002,313120,6056
2003,313120,10976
2004,313120,10759
2005,313120,13305
2006,313120,14374
2007,313120,14854
2008,313120,16775
2009,313120,18021
2010,313120,20132
2011,313120,21330
2012,313120,21628
2013,313120,23460
2014,313120,22005
2015,313120,23392
