"CBO2002";"Job_Zone"
"773105";"2"
"780105";"2"
"780105";"1"
"312305";"3"
"312315";"4"
"312205";"3"
"312210";"3"
"312320";"4"
"910910";"2"
"313105";"3"
"313215";"3"
"313315";"3"
"313120";"3"
"313125";"3"
"313205";"3"
"313210";"3"
"313320";"3"
"213310";"4"
"313130";"3"
"374120";"3"
"374125";"3"
"391205";"4"
"391205";"3"
"391205";"2"
"715615";"3"
"715615";"2"
"732105";"3"
"732105";"2"
"732120";"3"
"732120";"2"
"950105";"3"
"950105";"2"
"954210";"3"
"954210";"2"
"314110";"4"
"314110";"3"
"314110";"2"
"314310";"4"
"314310";"3"
"314310";"2"
"314305";"4"
"314305";"3"
"314305";"2"
"314115";"4"
"314115";"3"
"314115";"2"
"314315";"4"
"314315";"3"
"314315";"2"
"314125";"4"
"314125";"3"
"314125";"2"
"314120";"4"
"314120";"3"
"314120";"2"
"300305";"3"
"314105";"4"
"314105";"3"
"314105";"2"
"314205";"4"
"314205";"3"
"314205";"2"
"314210";"4"
"314210";"3"
"314210";"2"
"720115";"2"
"720115";"3"
"950110";"3"
"950110";"2"
"950305";"3"
"950305";"2"
"311105";"2"
"311105";"4"
"311105";"3"
"301115";"2"
"301115";"4"
"301115";"3"
"311205";"2"
"311205";"4"
"311205";"3"
"301105";"2"
"301105";"4"
"301105";"3"
"325115";"4"
"325115";"5"
"325115";"3"
"311115";"2"
"311115";"4"
"311115";"3"
"311405";"2"
"311405";"4"
"311405";"3"
"311410";"2"
"311410";"4"
"311410";"3"
"314605";"2"
"314605";"4"
"314605";"3"
"314615";"2"
"314615";"4"
"314615";"3"
"325110";"4"
"325110";"5"
"325110";"3"
"515215";"3"
"515215";"2"
"810110";"2"
"810110";"3"
"818110";"3"
"818110";"2"
"311605";"2"
"311605";"4"
"311605";"3"
"311615";"2"
"311615";"4"
"311615";"3"
"311625";"2"
"311625";"4"
"311625";"3"
"311610";"2"
"311610";"4"
"311610";"3"
"311620";"2"
"311620";"4"
"311620";"3"
"760110";"2"
"318005";"4"
"318005";"3"
"318430";"4"
"318430";"3"
"318205";"4"
"318205";"3"
"318310";"4"
"318310";"3"
"318305";"4"
"318305";"3"
"318115";"4"
"318115";"3"
"318420";"4"
"318420";"3"
"318105";"4"
"318105";"3"
"318215";"4"
"318215";"3"
"318110";"4"
"318110";"3"
"318415";"4"
"318415";"3"
"318425";"4"
"318425";"3"
"318405";"4"
"318405";"3"
"318120";"4"
"318120";"3"
"318210";"4"
"318210";"3"
"318015";"4"
"318015";"3"
"318410";"4"
"318410";"3"
"318010";"4"
"318010";"3"
"415130";"3"
"415130";"2"
"391105";"4"
"391105";"3"
"391105";"2"
"391125";"4"
"391125";"3"
"391125";"2"
"391220";"4"
"391220";"3"
"391220";"2"
"391110";"4"
"391110";"3"
"391110";"2"
"351605";"4"
"351605";"3"
"351605";"2"
"342120";"4"
"342120";"3"
"342120";"2"
"311305";"2"
"311305";"4"
"311305";"3"
"311515";"2"
"311515";"4"
"311515";"3"
"311110";"2"
"311110";"4"
"311110";"3"
"351715";"4"
"325205";"4"
"325205";"3"
"325205";"2"
"371305";"4"
"371305";"3"
"371305";"2"
"371310";"4"
"371310";"3"
"371310";"2"
"351725";"4"
"391135";"4"
"391135";"3"
"391135";"2"
"141420";"4"
"142705";"4"
"142705";"5"
"311725";"2"
"311725";"1"
"313410";"3"
"319105";"4"
"319105";"3"
"319105";"2"
"321205";"3"
"391215";"4"
"391215";"3"
"391215";"2"
"395105";"3"
"510310";"2"
"510310";"4"
"515225";"3"
"515225";"2"
"515225";"1"
"519940";"2"
"723220";"2"
"742105";"3"
"215305";"2"
"215305";"4"
"215305";"3"
"341105";"2"
"341105";"4"
"341105";"3"
"341115";"2"
"341115";"4"
"341115";"3"
"215315";"2"
"215315";"4"
"215315";"3"
"215310";"2"
"215310";"4"
"215310";"3"
"215115";"2"
"215115";"3"
"341215";"2"
"341215";"3"
"215220";"2"
"215220";"3"
"215105";"2"
"215105";"3"
"215210";"2"
"215210";"3"
"215205";"2"
"215205";"3"
"221105";"5"
"221105";"4"
"203025";"5"
"203025";"4"
"203005";"5"
"203005";"4"
"203010";"5"
"203010";"4"
"203015";"5"
"203015";"4"
"223405";"5"
"252105";"4"
"252105";"5"
"252105";"3"
"223208";"5"
"223272";"5"
"223268";"5"
"223212";"5"
"223240";"5"
"223244";"5"
"223236";"5"
"223256";"5"
"223260";"5"
"223248";"5"
"223305";"5"
"223310";"5"
"223710";"4"
"223710";"5"
"223705";"4"
"223705";"5"
"223505";"5"
"223505";"4"
"223505";"3"
"223560";"5"
"223560";"4"
"223560";"3"
"223530";"5"
"223530";"4"
"223530";"3"
"223545";"5"
"223545";"4"
"223545";"3"
"223520";"5"
"223520";"4"
"223520";"3"
"223525";"5"
"223525";"4"
"223525";"3"
"223555";"5"
"223555";"4"
"223555";"3"
"223550";"5"
"223550";"4"
"223550";"3"
"322205";"3"
"322215";"3"
"322210";"3"
"322220";"3"
"322230";"3"
"251605";"5"
"251605";"4"
"251510";"5"
"251540";"5"
"251505";"5"
"251535";"5"
"251525";"5"
"251515";"5"
"251530";"5"
"223910";"4"
"223910";"5"
"322305";"5"
"322305";"3"
"752235";"1"
"752235";"2"
"752235";"3"
"223605";"4"
"223605";"5"
"223905";"4"
"223905";"5"
"324115";"3"
"324110";"3"
"324105";"3"
"322105";"5"
"322105";"4"
"322105";"3"
"322105";"2"
"223810";"4"
"223810";"5"
"322405";"3"
"322115";"5"
"322115";"4"
"322115";"3"
"322115";"2"
"322505";"5"
"322505";"4"
"322505";"3"
"322505";"2"
"251550";"4"
"211205";"4"
"211205";"5"
"203120";"4"
"203120";"5"
"211210";"4"
"211210";"5"
"211115";"4"
"211115";"5"
"211110";"4"
"211110";"5"
"211105";"4"
"211105";"5"
"212405";"5"
"212405";"4"
"212405";"3"
"212420";"5"
"212420";"4"
"212420";"3"
"142515";"4"
"212410";"5"
"212410";"4"
"212410";"3"
"212415";"5"
"212415";"4"
"212415";"3"
"317205";"3"
"317205";"4"
"142510";"4"
"317110";"3"
"317110";"4"
"313505";"3"
"317115";"3"
"317115";"4"
"251205";"5"
"251225";"5"
"251215";"5"
"251210";"5"
"252210";"4"
"252210";"3"
"252205";"4"
"252205";"3"
"252510";"4"
"252510";"5"
"241005";"5"
"241015";"5"
"241020";"5"
"241035";"5"
"241025";"5"
"241030";"5"
"241215";"5"
"241210";"5"
"241010";"5"
"241040";"5"
"241230";"5"
"242210";"5"
"242215";"5"
"242235";"5"
"242245";"5"
"234505";"5"
"234505";"3"
"234505";"4"
"234520";"5"
"234520";"3"
"234520";"4"
"234510";"5"
"234510";"3"
"234510";"4"
"234515";"5"
"234515";"3"
"234515";"4"
"239410";"5"
"234210";"5"
"234210";"3"
"234210";"4"
"234205";"5"
"234205";"3"
"234205";"4"
"231305";"4"
"234310";"5"
"234310";"3"
"234310";"4"
"234305";"5"
"234305";"3"
"234305";"4"
"234110";"4"
"234110";"3"
"234110";"5"
"234115";"5"
"234115";"3"
"234115";"4"
"234105";"4"
"234105";"3"
"234105";"5"
"234805";"5"
"234805";"3"
"234805";"4"
"234810";"5"
"234810";"3"
"234810";"4"
"234815";"5"
"234815";"3"
"234815";"4"
"234730";"5"
"234730";"3"
"234730";"4"
"234705";"5"
"234705";"3"
"234705";"4"
"234735";"5"
"234735";"3"
"234735";"4"
"234745";"5"
"234745";"3"
"234745";"4"
"234720";"5"
"234720";"3"
"234720";"4"
"234770";"5"
"234770";"3"
"234770";"4"
"234740";"5"
"234740";"3"
"234740";"4"
"234760";"5"
"234760";"3"
"234760";"4"
"234315";"5"
"234315";"3"
"234315";"4"
"234405";"5"
"234405";"3"
"234405";"4"
"234435";"5"
"234435";"3"
"234435";"4"
"234420";"5"
"234420";"3"
"234420";"4"
"234415";"5"
"234415";"3"
"234415";"4"
"234425";"5"
"234425";"3"
"234425";"4"
"234430";"5"
"234430";"3"
"234430";"4"
"234624";"5"
"234624";"3"
"234624";"4"
"234616";"5"
"234616";"3"
"234616";"4"
"234648";"5"
"234648";"3"
"234648";"4"
"234672";"5"
"234672";"3"
"234672";"4"
"234604";"5"
"234604";"3"
"234604";"4"
"234620";"5"
"234620";"3"
"234620";"4"
"234660";"5"
"234660";"3"
"234660";"4"
"234676";"5"
"234676";"3"
"234676";"4"
"131305";"5"
"131305";"3"
"131305";"4"
"234320";"5"
"234320";"3"
"234320";"4"
"234215";"5"
"234215";"3"
"234215";"4"
"234125";"5"
"234125";"3"
"234125";"4"
"234910";"5"
"234910";"3"
"234910";"4"
"234410";"5"
"234410";"3"
"234410";"4"
"234715";"5"
"234715";"3"
"234715";"4"
"234725";"5"
"234725";"3"
"234725";"4"
"354815";"4"
"354815";"3"
"354815";"2"
"232145";"3"
"232145";"4"
"232150";"3"
"232150";"4"
"232135";"3"
"232135";"4"
"232140";"3"
"232140";"4"
"232160";"3"
"232160";"4"
"232155";"3"
"232155";"4"
"232130";"3"
"232130";"4"
"232165";"3"
"232165";"4"
"232110";"3"
"232110";"4"
"232115";"3"
"232115";"4"
"233130";"3"
"233130";"4"
"233120";"3"
"233120";"4"
"233115";"3"
"233115";"4"
"233125";"3"
"233125";"4"
"231310";"4"
"233110";"3"
"233110";"4"
"231210";"3"
"231210";"4"
"231335";"4"
"231340";"4"
"231325";"4"
"231205";"4"
"231205";"3"
"231205";"5"
"231320";"4"
"231330";"4"
"231105";"3"
"231105";"4"
"231110";"3"
"231110";"4"
"233135";"3"
"233135";"4"
"233210";"3"
"233210";"4"
"233215";"3"
"233215";"4"
"233205";"3"
"233205";"4"
"262830";"3"
"262830";"4"
"239215";"4"
"239225";"4"
"239205";"4"
"239210";"4"
"121010";"5"
"121010";"4"
"239430";"5"
"239415";"5"
"239405";"5"
"239420";"5"
"261515";"4"
"261510";"4"
"261125";"4"
"261115";"4"
"261115";"3"
"261115";"2"
"261140";"4"
"261135";"4"
"261120";"4"
"261505";"4"
"253110";"4"
"253110";"5"
"253110";"3"
"261530";"4"
"261105";"4"
"261730";"4"
"261715";"4"
"261710";"4"
"261710";"2"
"261610";"4"
"253115";"4"
"253115";"5"
"253115";"3"
"261305";"5"
"262405";"3"
"214115";"4"
"214115";"5"
"752105";"1"
"752105";"2"
"752105";"3"
"261805";"3"
"261815";"3"
"261810";"3"
"261820";"3"
"372105";"3"
"372115";"3"
"262605";"4"
"262605";"3"
"262605";"2"
"262610";"4"
"262610";"3"
"262610";"2"
"262615";"4"
"262615";"3"
"262615";"2"
"262705";"4"
"262705";"3"
"262705";"2"
"262815";"3"
"262815";"4"
"262320";"4"
"262320";"3"
"262320";"5"
"262320";"2"
"262810";"3"
"262810";"4"
"374210";"3"
"262505";"4"
"262505";"3"
"262505";"2"
"262220";"4"
"262220";"3"
"262220";"2"
"262205";"4"
"262205";"3"
"262205";"2"
"262215";"4"
"262215";"3"
"262215";"2"
"262120";"4"
"262120";"3"
"262120";"2"
"262110";"4"
"262110";"3"
"262110";"2"
"262115";"4"
"262115";"3"
"262115";"2"
"262105";"4"
"262105";"3"
"262105";"2"
"262125";"4"
"262125";"3"
"262125";"2"
"376325";"4"
"376325";"2"
"376305";"4"
"376305";"2"
"224125";"2"
"224125";"3"
"224125";"4"
"224125";"5"
"224120";"2"
"224120";"3"
"224120";"4"
"224120";"5"
"224135";"2"
"224135";"3"
"224135";"4"
"224135";"5"
"224115";"2"
"224115";"3"
"224115";"4"
"224115";"5"
"224130";"2"
"224130";"3"
"224130";"4"
"224130";"5"
"377110";"2"
"377110";"3"
"377110";"4"
"377110";"5"
"377135";"2"
"377135";"3"
"377135";"4"
"377135";"5"
"377130";"2"
"377130";"3"
"377130";"4"
"377130";"5"
"377145";"2"
"377145";"3"
"377145";"4"
"377145";"5"
"377105";"2"
"377105";"3"
"377105";"4"
"377105";"5"
"377115";"2"
"377115";"3"
"377115";"4"
"377115";"5"
"377205";"2"
"377205";"3"
"377205";"4"
"377205";"5"
"261205";"5"
"261205";"4"
"261210";"5"
"261210";"4"
"261310";"5"
"251120";"5"
"251610";"5"
"251610";"4"
"251105";"5"
"251110";"5"
"251305";"5"
"203520";"5"
"203520";"4"
"251115";"5"
"251405";"4"
"261405";"4"
"261420";"4"
"261410";"4"
"263105";"5"
"263105";"4"
"263110";"5"
"263110";"4"
"263115";"5"
"263115";"4"
"514115";"2"
"252405";"4"
"252405";"5"
"354305";"4"
"354305";"5"
"354305";"3"
"351720";"4"
"351740";"4"
"351705";"4"
"253125";"4"
"253125";"5"
"253125";"3"
"253120";"4"
"253120";"5"
"253120";"3"
"111105";"4"
"111110";"4"
"111115";"4"
"111120";"4"
"111225";"4"
"111330";"4"
"111340";"5"
"111345";"4"
"111325";"5"
"111305";"4"
"111320";"4"
"111405";"5"
"111405";"4"
"111410";"5"
"111410";"4"
"111415";"5"
"111415";"4"
"122705";"4"
"122705";"3"
"122705";"2"
"122705";"5"
"142305";"4"
"121005";"5"
"121005";"4"
"122205";"4"
"122205";"3"
"122205";"5"
"710220";"3"
"710220";"4"
"710220";"2"
"730105";"3"
"730105";"2"
"750105";"3"
"751010";"3"
"222105";"5"
"222105";"4"
"122515";"4"
"122515";"2"
"123305";"4"
"141505";"4"
"141505";"2"
"141605";"4"
"214270";"4"
"123110";"5"
"123110";"4"
"123110";"3"
"123110";"2"
"141410";"4"
"142210";"4"
"114405";"4"
"114405";"5"
"131105";"4"
"131105";"5"
"131105";"3"
"131105";"2"
"142320";"4"
"241235";"5"
"252305";"4"
"252305";"5"
"252305";"3"
"514110";"2"
"142105";"4"
"142105";"5"
"142310";"4"
"142205";"4"
"142605";"4"
"123105";"5"
"123105";"4"
"123105";"3"
"123105";"2"
"131115";"4"
"131115";"3"
"131115";"2"
"131115";"5"
"131120";"4"
"131120";"3"
"131120";"2"
"131120";"5"
"141115";"2"
"141115";"4"
"141115";"3"
"141115";"1"
"141610";"4"
"141615";"4"
"142315";"4"
"142315";"5"
"142405";"4"
"142410";"4"
"251220";"5"
"318610";"4"
"318610";"3"
"318610";"2"
"410105";"3"
"410105";"2"
"410235";"3"
"410235";"2"
"411010";"3"
"411010";"2"
"414210";"3"
"715305";"2"
"720145";"2"
"720145";"3"
"760125";"2"
"770110";"2"
"770110";"3"
"773205";"2"
"784205";"2"
"841210";"2"
"142115";"4"
"142115";"5"
"141710";"5"
"141710";"4"
"141710";"3"
"141710";"2"
"141720";"5"
"141720";"4"
"141720";"3"
"141720";"2"
"351710";"4"
"141715";"5"
"141715";"4"
"141715";"3"
"141715";"2"
"141705";"5"
"141705";"4"
"141705";"3"
"141705";"2"
"123115";"5"
"123115";"4"
"123115";"3"
"123115";"2"
"141405";"4"
"141415";"4"
"141510";"4"
"141510";"2"
"141725";"5"
"141725";"4"
"141725";"3"
"141725";"2"
"253205";"3"
"253205";"2"
"353230";"3"
"353230";"2"
"353235";"3"
"353235";"2"
"354125";"4"
"354125";"3"
"410225";"3"
"410225";"2"
"420110";"3"
"420110";"2"
"420110";"4"
"131210";"4"
"131210";"3"
"131210";"2"
"131210";"5"
"261110";"4"
"352310";"2"
"412120";"2"
"413110";"3"
"413110";"2"
"414110";"3"
"414110";"2"
"710210";"3"
"710210";"4"
"710210";"2"
"766405";"2"
"351315";"4"
"351315";"2"
"410215";"3"
"410215";"2"
"131205";"4"
"131205";"5"
"131205";"3"
"131205";"2"
"131315";"4"
"131315";"3"
"131315";"2"
"131315";"5"
"254310";"4"
"254310";"3"
"254310";"2"
"342210";"2"
"351110";"3"
"351505";"3"
"411005";"3"
"411005";"2"
"411045";"3"
"411045";"2"
"412105";"3"
"412105";"2"
"510105";"3"
"510105";"2"
"510110";"2"
"760405";"2"
"410230";"3"
"410230";"2"
"410210";"3"
"410210";"2"
"410205";"3"
"410205";"2"
"410220";"3"
"410220";"2"
"351425";"5"
"351425";"3"
"351425";"2"
"254415";"3"
"254405";"3"
"254110";"3"
"421310";"4"
"421310";"2"
"242305";"5"
"351810";"3"
"351810";"4"
"351810";"5"
"351810";"2"
"204105";"3"
"204105";"4"
"204105";"5"
"204105";"2"
"241335";"5"
"351410";"5"
"351410";"3"
"351410";"2"
"351405";"5"
"351405";"3"
"351405";"2"
"411020";"3"
"411020";"2"
"352210";"4"
"352210";"3"
"352210";"2"
"352205";"4"
"352205";"3"
"352205";"2"
"352305";"2"
"352410";"2"
"252310";"4"
"252310";"3"
"252310";"2"
"351515";"3"
"422105";"3"
"422105";"2"
"422105";"4"
"351510";"3"
"351510";"2"
"412115";"3"
"412115";"2"
"372205";"3"
"413210";"3"
"413210";"2"
"421125";"2"
"421125";"1"
"253305";"4"
"253305";"3"
"353225";"3"
"353225";"2"
"413215";"3"
"413215";"2"
"353205";"3"
"353205";"2"
"413105";"3"
"413105";"2"
"413220";"3"
"413220";"2"
"413225";"3"
"413225";"2"
"420105";"3"
"420105";"2"
"420105";"4"
"421105";"2"
"421105";"1"
"421115";"2"
"421115";"1"
"511220";"2"
"421120";"2"
"421120";"1"
"421210";"2"
"421205";"2"
"421110";"2"
"421110";"1"
"413230";"3"
"413230";"2"
"413115";"3"
"413115";"2"
"421305";"4"
"421305";"2"
"411040";"3"
"411040";"2"
"412110";"2"
"313305";"3"
"766250";"2"
"766250";"3"
"954305";"3"
"391115";"4"
"391115";"3"
"391115";"2"
"391120";"4"
"391120";"3"
"391120";"2"
"342610";"3"
"342610";"2"
"342405";"2"
"511205";"2"
"991105";"2"
"415210";"3"
"415210";"2"
"342520";"3"
"342510";"2"
"342510";"3"
"342505";"2"
"342505";"3"
"342515";"2"
"342515";"3"
"342305";"3"
"342305";"2"
"342310";"3"
"342310";"2"
"342605";"3"
"342605";"2"
"511210";"2"
"511215";"2"
"342530";"2"
"342530";"3"
"415205";"3"
"415205";"2"
"391230";"4"
"391230";"3"
"391230";"2"
"412205";"3"
"412205";"2"
"422205";"3"
"422205";"2"
"422315";"2"
"372210";"3"
"414105";"3"
"414105";"2"
"414115";"3"
"414115";"2"
"313415";"3"
"342315";"3"
"342315";"2"
"354205";"4"
"354205";"3"
"414215";"3"
"423105";"2"
"423105";"1"
"519110";"2"
"521125";"2"
"521125";"1"
"783225";"2"
"784110";"2"
"784110";"1"
"411030";"3"
"411030";"2"
"351430";"5"
"351430";"3"
"351430";"2"
"414205";"3"
"342105";"4"
"342105";"3"
"342105";"2"
"342205";"2"
"354145";"4"
"354145";"3"
"422125";"3"
"422125";"2"
"422125";"4"
"420125";"3"
"420125";"2"
"420125";"4"
"422120";"3"
"422120";"2"
"422120";"4"
"422110";"3"
"422110";"2"
"422110";"4"
"422115";"3"
"422115";"2"
"422115";"4"
"420135";"3"
"420135";"2"
"420135";"4"
"371105";"3"
"415105";"3"
"415105";"2"
"415120";"3"
"415120";"2"
"415115";"3"
"415115";"4"
"415125";"3"
"415125";"2"
"411025";"3"
"411025";"2"
"521110";"2"
"521110";"1"
"751125";"3"
"520110";"4"
"520110";"3"
"521115";"2"
"521115";"1"
"354120";"4"
"354120";"3"
"354130";"4"
"354130";"3"
"354210";"4"
"354210";"3"
"354135";"4"
"354135";"3"
"354705";"4"
"354705";"3"
"354705";"2"
"354140";"4"
"354140";"3"
"521120";"2"
"521120";"1"
"354505";"4"
"354605";"4"
"354605";"3"
"354405";"4"
"354405";"3"
"354405";"5"
"354415";"4"
"354415";"3"
"354415";"5"
"354410";"4"
"354410";"3"
"354410";"5"
"351730";"4"
"521105";"2"
"521105";"1"
"521135";"2"
"521135";"1"
"521130";"2"
"521130";"1"
"768125";"2"
"784115";"2"
"784115";"1"
"524305";"2"
"524105";"2"
"524210";"2"
"524310";"1"
"524310";"2"
"376410";"1"
"376405";"1"
"376415";"1"
"375105";"4"
"375105";"3"
"375105";"5"
"375105";"2"
"375110";"4"
"375110";"3"
"375110";"5"
"375110";"2"
"318810";"2"
"318810";"3"
"848510";"2"
"848510";"1"
"524205";"1"
"524205";"2"
"513435";"1"
"513435";"2"
"141515";"4"
"141515";"2"
"141520";"4"
"141520";"2"
"511115";"2"
"511115";"3"
"510130";"1"
"510130";"2"
"511405";"3"
"513110";"2"
"513105";"2"
"513115";"2"
"513315";"1"
"513315";"2"
"517405";"2"
"517405";"1"
"513205";"3"
"513205";"2"
"513205";"1"
"513210";"3"
"513210";"2"
"513210";"1"
"513220";"3"
"513220";"2"
"513220";"1"
"513225";"3"
"513225";"2"
"513225";"1"
"513425";"1"
"513425";"2"
"848315";"2"
"848325";"2"
"513405";"1"
"513405";"2"
"510135";"1"
"510135";"2"
"513410";"1"
"513410";"2"
"513420";"1"
"513420";"2"
"513430";"1"
"513430";"2"
"513415";"1"
"513415";"2"
"510115";"2"
"512105";"2"
"516205";"3"
"516205";"2"
"516215";"3"
"516215";"2"
"510120";"2"
"510120";"1"
"513320";"1"
"513320";"2"
"513325";"1"
"513325";"2"
"512110";"2"
"513305";"1"
"513305";"2"
"513310";"1"
"513310";"2"
"514120";"2"
"511105";"2"
"511105";"3"
"511110";"2"
"511110";"3"
"354810";"4"
"354810";"3"
"354810";"2"
"782715";"2"
"517410";"2"
"517410";"1"
"514105";"2"
"514225";"2"
"514225";"1"
"514320";"2"
"514320";"1"
"514305";"2"
"514305";"1"
"514215";"3"
"514215";"2"
"514205";"2"
"512115";"2"
"519205";"2"
"516305";"2"
"516305";"1"
"516310";"2"
"516310";"1"
"516315";"2"
"516315";"1"
"516320";"2"
"516320";"1"
"516410";"1"
"516325";"2"
"516325";"1"
"516415";"1"
"516330";"2"
"516330";"1"
"516335";"2"
"516335";"1"
"516345";"2"
"516345";"1"
"516110";"3"
"516110";"2"
"516105";"3"
"516105";"2"
"322120";"3"
"322120";"2"
"516120";"3"
"516120";"2"
"516140";"3"
"516140";"2"
"322110";"5"
"322110";"4"
"322110";"3"
"322110";"2"
"516130";"3"
"516130";"2"
"516125";"3"
"516125";"2"
"763010";"2"
"763010";"1"
"322235";"3"
"515110";"3"
"515110";"2"
"515120";"3"
"515120";"2"
"515205";"3"
"515205";"2"
"322225";"3"
"515115";"2"
"515115";"3"
"517110";"3"
"517110";"2"
"517105";"3"
"517105";"2"
"510305";"3"
"510305";"2"
"517115";"2"
"517115";"4"
"517205";"3"
"351805";"3"
"351805";"4"
"351805";"5"
"351805";"2"
"351815";"3"
"351815";"4"
"351815";"5"
"351815";"2"
"517210";"3"
"517215";"3"
"517330";"2"
"517330";"4"
"517420";"2"
"517420";"1"
"517305";"2"
"517305";"4"
"517310";"3"
"517320";"2"
"517320";"4"
"517325";"3"
"517220";"3"
"517315";"3"
"517315";"2"
"354805";"4"
"354805";"3"
"354805";"2"
"516505";"3"
"516505";"2"
"328105";"4"
"328105";"5"
"328105";"3"
"519925";"2"
"519925";"1"
"519935";"2"
"519935";"1"
"517415";"2"
"517415";"1"
"519945";"3"
"519945";"2"
"519945";"4"
"519930";"2"
"519930";"1"
"519910";"2"
"519910";"1"
"519920";"2"
"622010";"3"
"622010";"2"
"622010";"1"
"991205";"3"
"991205";"2"
"620110";"2"
"620110";"4"
"620110";"3"
"620105";"2"
"620105";"4"
"620105";"3"
"620115";"2"
"620115";"4"
"620115";"3"
"630110";"2"
"630110";"4"
"630110";"3"
"630110";"1"
"141105";"2"
"141105";"4"
"141105";"3"
"141105";"1"
"141110";"2"
"141110";"4"
"141110";"3"
"141110";"1"
"141120";"2"
"141120";"4"
"141120";"3"
"141120";"1"
"613005";"2"
"613005";"4"
"613005";"3"
"613110";"2"
"613110";"4"
"613110";"3"
"622020";"2"
"622020";"4"
"622020";"3"
"623015";"2"
"623015";"4"
"623015";"3"
"611005";"2"
"611005";"4"
"611005";"3"
"612005";"2"
"612005";"4"
"612005";"3"
"612620";"2"
"612620";"4"
"612620";"3"
"613010";"2"
"613010";"4"
"613010";"3"
"613115";"2"
"613115";"4"
"613115";"3"
"613305";"2"
"613305";"4"
"613305";"3"
"612305";"3"
"612305";"2"
"612305";"1"
"612505";"2"
"612505";"4"
"612505";"3"
"612405";"3"
"612405";"2"
"612405";"1"
"613130";"2"
"613130";"4"
"613130";"3"
"613205";"2"
"613205";"4"
"613205";"3"
"613215";"2"
"613215";"4"
"613215";"3"
"621005";"2"
"621005";"4"
"621005";"3"
"848505";"2"
"848505";"1"
"622120";"2"
"622120";"4"
"622120";"3"
"622105";"2"
"622105";"4"
"622105";"3"
"622115";"2"
"622115";"4"
"622115";"3"
"622110";"2"
"622110";"4"
"622110";"3"
"612120";"2"
"612120";"4"
"612120";"3"
"622215";"2"
"622215";"4"
"622215";"3"
"622205";"2"
"622205";"4"
"622205";"3"
"622210";"2"
"622210";"4"
"622210";"3"
"612215";"2"
"612215";"4"
"612215";"3"
"622740";"2"
"622740";"4"
"622740";"3"
"632370";"2"
"632370";"4"
"632370";"3"
"632370";"1"
"622310";"3"
"622310";"2"
"622310";"1"
"622315";"3"
"622315";"2"
"622315";"1"
"622305";"3"
"622305";"2"
"622305";"1"
"622320";"3"
"622320";"2"
"622320";"1"
"612310";"3"
"612310";"2"
"612310";"1"
"622505";"2"
"622505";"4"
"622505";"3"
"622425";"3"
"622425";"2"
"622425";"1"
"622515";"2"
"622515";"4"
"622515";"3"
"622610";"2"
"622610";"4"
"622610";"3"
"622605";"2"
"622605";"4"
