uf,codemun,regiao_metro,ano,cbo2002,Job_Zone,empregados,renda
AC,120001,,2009,773120,2,4.165,20716.863108
AC,120001,,2009,773325,2,6.632,73282.18045
AC,120001,,2009,773335,2,2,3029.52
AC,120001,,2009,773340,2,8.724,190179.57515
AC,120001,,2009,773510,,0.419,70.176296286
AC,120001,,2009,782205,2,1,649.09
AC,120001,,2009,782305,2,15.906,513429.98132
AC,120001,,2009,782310,2,5.831,52398.351018
AC,120001,,2009,782405,,12.187,511529.60992
AC,120001,,2009,782505,2,4.953,40191.419239
AC,120001,,2009,782510,2,2.378,3985.6595784
AC,120001,,2009,783210,2,3.304,12575.273696
AC,120001,,2009,783225,2,1.407,1659.3559265
AC,120001,,2009,821305,2,1,912.5
AC,120001,,2009,823305,3,0.164,2.8089332486
AC,120001,,2009,828110,3,10.826,182781.82344
AC,120001,,2009,841610,2,2,4056.64
AC,120001,,2009,848305,2,4.067,15240.836291
AC,120001,,2009,848315,2,2.754,10189.800583
AC,120001,,2009,848505,2,9.738,304402.27548
AC,120001,,2009,848510,2,7.348,86089.102478
AC,120001,,2009,848515,2,2.153,6443.2289397
AC,120001,,2009,848520,2,17.187,1777628.2675
AC,120001,,2009,862120,3,5.589,63377.355906
AC,120001,,2009,862150,3,0.726,208.18250588
AC,120001,,2009,911305,3,0.504,102.4192512
AC,120001,,2009,914415,3,0.77,226.06601094
AC,120001,,2009,919205,,0.668,150.29074205
AC,120001,,2009,991305,,1.414,1441.6503301
AC,120001,,2009,992225,,1.425,2966.5217267
AC,120001,,2010,141205,4,1.186,1597.6840188
AC,120001,,2010,141410,4,2.676,7644.0888297
AC,120001,,2010,141415,4,4.668,79216.773686
AC,120001,,2010,142105,5,20.227,3287719.572
AC,120001,,2010,142305,4,2.082,8745.887345
AC,120001,,2010,142320,4,1.918,10386.622804
AC,120001,,2010,142415,,0.496,89.528961843
AC,120001,,2010,223208,5,2.499,47680.290244
AC,120001,,2010,223505,4,5.972,520521.2683
AC,120001,,2010,223605,5,0.751,945.84973852
AC,120001,,2010,223710,5,0.748,1086.2384774
AC,120001,,2010,224105,,0.751,635.3471265
AC,120001,,2010,225124,,0.751,1719.0926054
AC,120001,,2010,225125,,5.727,936922.63772
AC,120001,,2010,231210,4,134.377,1878310628.5
AC,120001,,2010,239410,5,3,96270.3
AC,120001,,2010,251530,5,0.997,1762.412638
AC,120001,,2010,251605,5,0.751,782.86625798
AC,120001,,2010,252105,4,2,46707.28
AC,120001,,2010,254415,3,2,2241.68
AC,120001,,2010,322415,,3.98,23821.509361
AC,120001,,2010,342205,2,6.691,231424.0393
AC,120001,,2010,342310,3,0.474,42.419838894
AC,120001,,2010,342315,3,0.504,102.25666064
AC,120001,,2010,351110,3,1,700
AC,120001,,2010,351425,3,1.67,2775.0561793
AC,120001,,2010,351505,3,6.565,378759.90913
AC,120001,,2010,352210,3,52.252,41547840.117
AC,120001,,2010,354815,3,0.225,6.27395625
AC,120001,,2010,372210,3,2,14444.54
AC,120001,,2010,391230,3,1,2740.86
AC,120001,,2010,410105,3,1,951.52
AC,120001,,2010,411005,3,14.219,1094583.5305
AC,120001,,2010,411010,3,0.222,12.086901
AC,120001,,2010,411030,3,0.332,25.6160576
AC,120001,,2010,412105,3,6.658,252834.01059
AC,120001,,2010,412205,3,7.142,99903.445839
AC,120001,,2010,413110,3,1.504,268.0544608
AC,120001,,2010,413210,3,1,2712.17
AC,120001,,2010,413225,3,4.386,187331.8878
AC,120001,,2010,414105,3,0.956,361.97614862
AC,120001,,2010,415205,3,66.051,415779971.17
AC,120001,,2010,421105,2,4.649,211651.39546
AC,120001,,2010,421125,2,22.233,3855339.9348
AC,120001,,2010,421305,3,0.167,3.49309725
AC,120001,,2010,422105,3,0.419,45.460116462
AC,120001,,2010,422120,3,0.586,106.14482994
AC,120001,,2010,511215,2,3.433,8726.5189619
AC,120001,,2010,513205,2,4.282,32636.053205
AC,120001,,2010,513425,2,0.548,90.643278874
AC,120001,,2010,513435,2,1,550.8
AC,120001,,2010,514120,2,8.643,101075.29976
AC,120001,,2010,514215,3,0.995,381.07840813
AC,120001,,2010,514225,2,89.307,86844862.824
AC,120001,,2010,514320,2,0.195,4.3627641525
AC,120001,,2010,517420,2,9.255,188410.83808
AC,120001,,2010,519110,2,2.158,3786.6262577
AC,120001,,2010,519935,2,0.767,249.363053
AC,120001,,2010,521110,2,22.06,8727108.148
AC,120001,,2010,521125,2,20.917,2366733.2775
AC,120001,,2010,521130,2,3.762,23741.370465
AC,120001,,2010,521135,2,13.037,819954.05608
AC,120001,,2010,611005,3,1,1030.55
AC,120001,,2010,613005,3,3.691,15866.647974
AC,120001,,2010,621005,3,19.66,797158.55685
AC,120001,,2010,622005,,2,2099.48
AC,120001,,2010,622610,3,0.334,20.522644963
AC,120001,,2010,623110,3,21.355,1267429.4854
AC,120001,,2010,632515,3,1.192,1671.7473205
AC,120001,,2010,641010,2,2,2121.7
AC,120001,,2010,641015,2,2.673,5655.8389275
AC,120001,,2010,642015,2,2.781,12515.329628
AC,120001,,2010,712225,3,0.156,0
AC,120001,,2010,715210,3,4.997,45025.738379
AC,120001,,2010,715505,2,3,3849.99
AC,120001,,2010,717020,2,5,14818.2
AC,120001,,2010,721210,3,3,12819.87
AC,120001,,2010,724325,3,0.915,515.08401113
AC,120001,,2010,725010,3,2.277,2467.3626171
AC,120001,,2010,752310,3,17,1361190
AC,120001,,2010,768105,2,1,566.1
AC,120001,,2010,771105,3,0.252,16.234091436
AC,120001,,2010,772105,2,1,744.77
AC,120001,,2010,773120,2,2.775,6143.319973
AC,120001,,2010,773325,2,5.907,43960.264051
AC,120001,,2010,773335,2,1.093,989.60494454
AC,120001,,2010,773340,2,0.651,80.6831363
AC,120001,,2010,773510,,1,973
AC,120001,,2010,782205,2,0.055,0.0621809925
AC,120001,,2010,782305,2,15.698,478409.13178
AC,120001,,2010,782310,2,4.816,42403.621618
AC,120001,,2010,782405,,13.293,669169.84947
AC,120001,,2010,782505,2,6.752,104355.81822
AC,120001,,2010,782510,2,2.066,2428.6682855
AC,120001,,2010,783210,2,1.301,740.24312353
AC,120001,,2010,783225,2,1.641,2491.6878357
AC,120001,,2010,821305,2,0.096,0.8847183053
AC,120001,,2010,823315,3,5.67,144389.2295
AC,120001,,2010,828110,3,26.15,4976513.429
AC,120001,,2010,841610,2,2.085,4852.7551008
AC,120001,,2010,848210,2,0.085,0.39304
AC,120001,,2010,848305,2,5.746,44484.013445
AC,120001,,2010,848315,2,2.537,9523.8363809
AC,120001,,2010,848505,2,3.611,9581.0876049
AC,120001,,2010,848510,2,7.327,81190.80987
AC,120001,,2010,848515,2,2,5940.52
AC,120001,,2010,848520,2,23.385,6506723.5956
AC,120001,,2010,862120,3,5.973,102740.39315
AC,120001,,2010,911305,3,1,828
AC,120001,,2010,914415,3,1.424,796.88288906
AC,120001,,2010,919205,,0.838,161.56731359
AC,120001,,2010,991305,,1.082,715.58976705
AC,120001,,2010,991310,3,0.504,70.541259264
AC,120001,,2010,992225,,1.504,961.88043264
AC,120001,,2011,141205,4,1.37,1533.2528771
AC,120001,,2011,141410,4,5.53,67597.170897
AC,120001,,2011,141415,4,4.208,134524.19921
AC,120001,,2011,142105,5,7.95,352826.55385
AC,120001,,2011,142305,4,1.288,2407.7751303
AC,120001,,2011,142320,4,3.041,57525.400152
AC,120001,,2011,342205,2,1.126,869.65450724
AC,120001,,2011,342315,3,1,857.7
AC,120001,,2011,351305,4,0.37,43.05505
AC,120001,,2011,351405,3,2.355,7687.6391918
AC,120001,,2011,351505,3,1,1315.96
AC,120001,,2011,391115,3,1.257,1169.0311696
AC,120001,,2011,391215,3,0.093,0.5493677874
AC,120001,,2011,410105,3,1.041,978.54639695
AC,120001,,2011,410235,3,0.682,722.79877035
AC,120001,,2011,411005,3,19.28,3160630.0153
AC,120001,,2011,411010,3,1.685,4006.1908213
AC,120001,,2011,412205,3,10.031,216342.9642
AC,120001,,2011,413110,3,1,618
AC,120001,,2011,413210,3,1,2931.75
AC,120001,,2011,413225,3,5,253177.5
AC,120001,,2011,414105,3,1.457,1199.621305
AC,120001,,2011,414110,3,0.167,3.2602241
AC,120001,,2011,414115,3,0.723,248.67239942
AC,120001,,2011,414210,3,0.126,1.7803546438
AC,120001,,2011,415205,3,2,15892.88
AC,120001,,2011,421105,2,1,1919.07
AC,120001,,2011,421125,2,22.69,4825627.4932
AC,120001,,2011,421305,3,0.203,6.27407025
AC,120001,,2011,422105,3,1,636.88
AC,120001,,2011,422110,3,0.252,9.4193705088
AC,120001,,2011,422120,3,1,587.7
AC,120001,,2011,511215,2,3.338,20750.817905
AC,120001,,2011,512105,2,2.126,2605.568283
AC,120001,,2011,513205,2,4.505,29496.993465
AC,120001,,2011,513435,2,1.457,1895.4702615
AC,120001,,2011,514120,2,9.737,268826.53989
AC,120001,,2011,514215,3,1.827,1453.4203558
AC,120001,,2011,514225,2,0.203,5.7976591824
AC,120001,,2011,514320,2,1,580.42
AC,120001,,2011,514325,3,2.701,7263.1380671
AC,120001,,2011,517310,3,0.258,24.647767893
AC,120001,,2011,517330,3,0.682,296.57187185
AC,120001,,2011,517420,2,8,194375.2
AC,120001,,2011,519110,2,3.528,8775.2677746
AC,120001,,2011,519935,2,1,587.7
AC,120001,,2011,520110,4,0.997,3856.3138881
AC,120001,,2011,521105,2,3.455,169001.62161
AC,120001,,2011,521110,2,23.691,10998739.387
AC,120001,,2011,521115,2,0.252,15.716874217
AC,120001,,2011,521125,2,23.659,4148505.6676
AC,120001,,2011,521130,2,3.92,23505.753046
AC,120001,,2011,521135,2,16.368,2368962.5177
AC,120001,,2011,611005,3,0.34,36.91903328
AC,120001,,2011,613005,3,5.342,42884.272445
AC,120001,,2011,621005,3,40.533,7577258.7471
AC,120001,,2011,622005,,2.194,1489.1996955
AC,120001,,2011,623110,3,17.245,553338.09274
AC,120001,,2011,632120,3,2.129,4001.6692663
AC,120001,,2011,632515,3,2.369,9928.1679503
AC,120001,,2011,641010,2,0.208,5.2967596032
AC,120001,,2011,641015,2,3.043,9901.7876662
AC,120001,,2011,642015,2,2.999,9810.0882705
AC,120001,,2011,715130,2,0.625,246.82617188
AC,120001,,2011,715135,2,0.126,2.18040984
AC,120001,,2011,715210,3,4.04,16376.281215
AC,120001,,2011,715505,2,3.039,3419.7291823
AC,120001,,2011,717020,2,4.414,11501.777419
AC,120001,,2011,723315,2,0.753,251.30734754
AC,120001,,2011,724315,3,0.753,251.30734754
AC,120001,,2011,724325,3,1,787.95
AC,120001,,2011,725010,3,0.622,147.16452214
AC,120001,,2011,768105,2,0.041,0.0401947272
AC,120001,,2011,771105,3,0.455,82.029029241
AC,120001,,2011,772105,2,2.963,5461.4016216
AC,120001,,2011,773110,2,0.649,297.9586404
