Usuario,CBO_5D,Prob
CaEmTodeOl,712105,89.2
CaEmTodeOl,821325,89.2
CaEmTodeOl,763210,89.2
CaEmTodeOl,262820,39.6
CaEmTodeOl,234644,85.3
CaEmTodeOl,841464,89.3
CaEmTodeOl,225325,89.3
CaEmTodeOl,519110,70.6
CaEmTodeOl,214120,29.6
CaEmTodeOl,341240,79.6
CaEmTodeOl,811315,89
CaEmTodeOl,314615,89
CaEmTodeOl,316340,89
CaEmTodeOl,123605,71
CaEmTodeOl,781305,90.8
CaEmTodeOl,752410,90.8
CaEmTodeOl,724320,81.1
CaEmTodeOl,214230,70.3
CaEmTodeOl,422220,70.3
CaEmTodeOl,717010,80
CaEmTodeOl,239405,61.3
CaEmTodeOl,131210,81.4
CaEmTodeOl,261310,50.8
CaEmTodeOl,763310,90.7
CaEmTodeOl,261415,90.7
CaEmTodeOl,711220,90.7
CaEmTodeOl,254410,80.6
CaEmTodeOl,322605,60.5
CaEmTodeOl,225120,80.3
CaEmTodeOl,203025,40.4
CaEmTodeOl,424130,60.5
CaEmTodeOl,751010,89.6
CaEmTodeOl,862115,89.6
CaEmTodeOl,261730,50.8
CaEmTodeOl,731170,96.1
CaEmTodeOl,823265,96.1
CaEmTodeOl,712115,96.1
CaEmTodeOl,322405,64.8
CaEmTodeOl,516220,50.4
CaEmTodeOl,391135,69.8
CaEmTodeOl,224135,61.2
CaEmTodeOl,320110,79.9
CaEmTodeOl,612720,85.3
CaEmTodeOl,773125,85.3
CaEmTodeOl,848405,60.5
CaEmTodeOl,711230,90.4
CaEmTodeOl,613410,59.8
CaEmTodeOl,731305,59.8
CaEmTodeOl,523115,59.8
CaEmTodeOl,771115,79.6
CaEmTodeOl,841805,79.6
CaEmTodeOl,374410,38.6
CaEmTodeOl,811620,80.7
CaEmTodeOl,231310,30.7
CaEmTodeOl,253120,40.8
CaEmTodeOl,251305,45.8
CaEmTodeOl,752325,90
CaEmTodeOl,862105,90
CaEmTodeOl,421310,90
CaEmTodeOl,732110,60.5
CaEmTodeOl,234815,81.4
CaEmTodeOl,415305,90
CaEmTodeOl,241040,60.1
CaEmTodeOl,715505,80.6
CaEmTodeOl,623010,50
CaEmTodeOl,715505,79.5
CaEmTodeOl,721305,88.5
CaEmTodeOl,141405,70.2
CaEmTodeOl,765315,79.9
CaEmTodeOl,261530,50
CaEmTodeOl,612720,80.2
CaEmTodeOl,221205,90.6
CaEmTodeOl,516505,60.7
CaEmTodeOl,791105,92
CaEmTodeOl,213140,50.6
CaEmTodeOl,848315,80.5
CaEmTodeOl,715120,80.5
CaEmTodeOl,215215,69.7
CaEmTodeOl,823215,89.8
CaEmTodeOl,811775,80.1
CaEmTodeOl,239425,69.7
CaEmTodeOl,314715,89.8
CaEmTodeOl,342510,59.9
CaEmTodeOl,314405,59.9
CaEmTodeOl,204105,59.9
CaEmTodeOl,643020,90.8
CaEmTodeOl,232105,30.4
CaEmTodeOl,910210,74.6
CaEmTodeOl,773320,90.1
CaEmTodeOl,643025,90.1
CaEmTodeOl,712110,90.1
CaEmTodeOl,513440,61
CaEmTodeOl,643020,90.1
CaEmTodeOl,848515,59.5
CaEmTodeOl,225275,90.4
CaEmTodeOl,351505,49
CaEmTodeOl,234632,89.6
CaEmTodeOl,223264,60.1
CaEmTodeOl,325105,90.3
CaEmTodeOl,114205,60.8
CaEmTodeOl,517320,70.9
CaEmTodeOl,513225,79.5
CaEmTodeOl,720160,79.5
CaEmTodeOl,762340,86
CaEmTodeOl,515210,89.6
CaEmTodeOl,30105,59
CaEmTodeOl,234684,84.9
CaEmTodeOl,203205,45
CaEmTodeOl,516345,79.2
CaEmTodeOl,242205,69.1
CaEmTodeOl,314615,80.3
CaEmTodeOl,222205,69.9
CaEmTodeOl,241030,60.5
CaEmTodeOl,201225,79.6
CaEmTodeOl,253140,39.3
CaEmTodeOl,724215,90.7
CaEmTodeOl,251115,25.2
CaEmTodeOl,630105,74.1
CaEmTodeOl,251210,70.1
CaEmTodeOl,261530,59.3
CaEmTodeOl,513440,59.3
CaEmTodeOl,513210,80.2
CaEmTodeOl,223825,84.9
CaEmTodeOl,311405,84.9
CaEmTodeOl,225340,84.9
CaEmTodeOl,31210,61.5
CaEmTodeOl,763105,89.9
CaEmTodeOl,342105,50
CaEmTodeOl,322605,68.7
CaEmTodeOl,252510,88.8
CaEmTodeOl,341120,75.1
CaEmTodeOl,142520,56
CaEmTodeOl,513420,69.7
CaEmTodeOl,731325,60.3
CaEmTodeOl,860105,60.3
CaEmTodeOl,772105,70
CaEmTodeOl,823125,90.1
CaEmTodeOl,911105,69.6
CaEmTodeOl,114205,50.5
CaEmTodeOl,422220,50.5
CaEmTodeOl,241025,60.2
CaEmTodeOl,21210,60.2
CaEmTodeOl,513205,80
CaEmTodeOl,514320,90.8
CaEmTodeOl,848520,80.4
CaEmTodeOl,612120,89.4
CaEmTodeOl,224125,59.9
CaEmTodeOl,716540,90.8
CaEmTodeOl,201220,90.8
CaEmTodeOl,234652,90.8
CaEmTodeOl,201210,90.8
CaEmTodeOl,712120,90.8
CaEmTodeOl,766215,90.8
CaEmTodeOl,300110,69.6
CaEmTodeOl,322305,90.8
CaEmTodeOl,313220,80
CaEmTodeOl,114305,40.1
CaEmTodeOl,20115,58.4
CaEmTodeOl,720215,69.6
CaEmTodeOl,377105,38.7
CaEmTodeOl,766145,89.4
CaEmTodeOl,374425,35.4
CaEmTodeOl,262410,30.7
CaEmTodeOl,516610,80
CaEmTodeOl,414105,90.4
CaEmTodeOl,420120,79.2
CaEmTodeOl,142605,24.9
CaEmTodeOl,314125,81.7
CaEmTodeOl,352420,44.6
CaEmTodeOl,772115,91.4
CaEmTodeOl,516140,70.5
CaEmTodeOl,333115,70.5
CaEmTodeOl,422130,70.5
CaEmTodeOl,623005,50
CaEmTodeOl,711110,81.3
CaEmTodeOl,375105,35.6
CaEmTodeOl,516140,65.1
CaEmTodeOl,711110,80.6
CaEmTodeOl,613110,60.8
CaEmTodeOl,234110,80.6
CaEmTodeOl,351815,90.3
CaEmTodeOl,225140,90.3
CaEmTodeOl,762310,90.3
CaEmTodeOl,222215,90.3
CaEmTodeOl,352310,79.1
CaEmTodeOl,715525,79.1
CaEmTodeOl,318415,79.1
CaEmTodeOl,242225,60.4
CaEmTodeOl,342535,76.6
CaEmTodeOl,761005,84.5
CaEmTodeOl,213150,40.3
CaEmTodeOl,313130,69.4
CaEmTodeOl,752430,89.9
CaEmTodeOl,762310,89.9
CaEmTodeOl,203310,40.3
CaEmTodeOl,768205,79.1
CaEmTodeOl,777210,79.1
CaEmTodeOl,791145,79.1
CaEmTodeOl,262315,39.5
CaEmTodeOl,725210,80.5
CaEmTodeOl,623105,80.5
CaEmTodeOl,203120,40.6
CaEmTodeOl,715315,79.8
CaEmTodeOl,716515,79.8
CaEmTodeOl,520105,70.8
CaEmTodeOl,241220,70.8
CaEmTodeOl,262810,49.9
CaEmTodeOl,314125,79
CaEmTodeOl,111410,79
CaEmTodeOl,142120,79
LuSp,516710,70.1
LuSp,261615,80.9
LuSp,111325,39.2
LuSp,122615,58.6
LuSp,354140,63.6
LuSp,782725,56.7
LuSp,715725,17.2
LuSp,862310,63.6
LuSp,354210,30.1
LuSp,234676,22.9
LuSp,613205,29
LuSp,253220,78.6
LuSp,251225,41.2
LuSp,141725,26.8
LuSp,612405,35.4
LuSp,811710,37.9
LuSp,316320,18.4
LuSp,374130,60.5
LuSp,516410,10.5
LuSp,773505,11.6
LuSp,766250,40.4
LuSp,823255,15.9
LuSp,631020,9.8
LuSp,234644,13.8
LuSp,954110,9.5
LuSp,376240,0
LuSp,715310,6.1
LuSp,715535,7.5
LuSp,322115,3.2
LuSp,765105,14
LuSp,261810,11.8
LuSp,722225,70.5
LuSp,114405,8.3
LuSp,821230,14.8
LuSp,318405,12.6
LuSp,316110,9.4
LuSp,783230,72.3
LuSp,215125,57.2
LuSp,761357,37.1
LuSp,723120,53.3
LuSp,513115,13
LuSp,111335,5.4
LuSp,724425,7.2
LuSp,234684,0
LuSp,203410,37
LuSp,324110,30.9
LuSp,813115,52.5
LuSp,841810,77.7
LuSp,422305,83.9
EmGodeCa,313310,10
EmGodeCa,233210,20.1
EmGodeCa,716105,20.1
EmGodeCa,782415,10
EmGodeCa,991105,70.4
EmGodeCa,351705,49.5
EmGodeCa,723230,70
EmGodeCa,262310,9.9
EmGodeCa,910910,9.9
EmGodeCa,262225,9.9
EmGodeCa,411045,9.9
EmGodeCa,811510,60.6
EmGodeCa,225180,20.3
EmGodeCa,225103,20.3
EmGodeCa,372210,20.3
EmGodeCa,261620,80.7
EmGodeCa,632505,10.9
EmGodeCa,324125,10.9
EmGodeCa,214230,10.9
EmGodeCa,513435,10.9
EmGodeCa,234730,31
EmGodeCa,354210,20.9
EmGodeCa,213165,90
EmGodeCa,622415,10.1
EmGodeCa,215135,20.2
EmGodeCa,720140,20.2
EmGodeCa,631005,20.2
EmGodeCa,760305,50.4
EmGodeCa,322605,80.6
EmGodeCa,954120,10.5
EmGodeCa,420120,10.5
EmGodeCa,513415,10.5
EmGodeCa,375120,10.5
EmGodeCa,821225,10.5
EmGodeCa,821210,10.5
EmGodeCa,773415,10.5
EmGodeCa,722310,30.6
EmGodeCa,142705,50.4
EmGodeCa,725205,10.8
EmGodeCa,261730,10.8
EmGodeCa,242410,10.8
EmGodeCa,311715,19.1
EmGodeCa,262505,90
EmGodeCa,711245,9.8
EmGodeCa,519925,9.8
EmGodeCa,122725,90
EmGodeCa,725705,9.8
EmGodeCa,123105,9.8
EmGodeCa,862150,9.8
EmGodeCa,342610,29.9
EmGodeCa,848605,19.5
EmGodeCa,716310,19.5
EmGodeCa,724515,9.8
ThChSi,782105,50
ThChSi,762215,80.9
ThChSi,261425,80.9
ThChSi,141710,71.2
ThChSi,231320,11.1
ThChSi,766155,0
ThChSi,723240,10.8
ThChSi,225350,88.9
ThChSi,723305,9.8
ThChSi,141525,93.3
ThChSi,214320,7.4
ThChSi,142530,50.6
ThChSi,225285,10.7
ThChSi,215125,10.7
ThChSi,231105,65
ThChSi,321315,0
ThChSi,821245,91
ThChSi,234320,91
ThChSi,612110,0
ThChSi,862155,91.4
ThChSi,141735,91.4
ThChSi,823330,4.3
ThChSi,723240,87.8
ThChSi,414215,87.8
ThChSi,516710,81.3
ThChSi,203020,100
ThChSi,773510,0
ThChSi,223264,91.7
ThChSi,716105,8.6
ThChSi,954305,88.8
ThChSi,322135,85.9
ThChSi,612735,8.6
ThChSi,251210,89.5
ThChSi,773340,48.1
ThChSi,842120,89.5
ThChSi,761260,89.5
ThChSi,766325,89.5
ThChSi,123605,89.5
ThChSi,782305,9.3
ThChSi,760125,69.4
ThChSi,848410,50.7
ThChSi,214505,100
ThChSi,111510,39.5
ThChSi,724225,39.5
ThChSi,725415,90.6
ThChSi,377125,90.6
ThChSi,516210,10.4
ThChSi,314725,0
ThChSi,211105,90.6
ThChSi,760505,90.6
ThChSi,622515,67.9
ThChSi,353235,88.8
ThChSi,763320,11.8
ThChSi,214115,88.1
ThChSi,213305,45.3
ThChSi,225127,52.2
ThChSi,631105,0
ThChSi,262410,92.1
ThChSi,782105,85.6
ThChSi,781105,85.6
ThChSi,772110,85.6
ThChSi,782405,85.6
ThChSi,612505,85.6
knabuN,782615,30.8
knabuN,642015,90.4
knabuN,632340,90.4
knabuN,351815,20.2
knabuN,203215,5.6
knabuN,510135,19.7
knabuN,410105,21.2
knabuN,515315,5.5
knabuN,111325,60.6
knabuN,992205,29.3
knabuN,311615,89.9
knabuN,773305,10.6
knabuN,833115,90.4
knabuN,831120,90.4
knabuN,203205,5.6
knabuN,752330,40.4
knabuN,225140,30.8
knabuN,711210,96
knabuN,724115,30.8
knabuN,242215,40.9
knabuN,318610,10.6
knabuN,613305,40.4
knabuN,623110,40.4
knabuN,761240,40.4
knabuN,811125,50.5
knabuN,613125,40.9
knabuN,411005,80.8
knabuN,214010,70.7
knabuN,123110,20.2
knabuN,781105,10.6
knabuN,215130,29.8
knabuN,841310,96
knabuN,623315,70.7
knabuN,711130,70.7
knabuN,711315,70.7
knabuN,202110,8.6
knabuN,223910,10.6
knabuN,351110,10.6
knabuN,821220,90.4
knabuN,328110,11.1
knabuN,631420,90.9
knabuN,724605,90.9
knabuN,820210,60.1
knabuN,332205,4
knabuN,214750,60.1
CldeCaAr,225250,34.3
CldeCaAr,395105,10.6
CldeCaAr,514225,27.3
CldeCaAr,520105,40.4
CldeCaAr,201105,27.3
CldeCaAr,724610,27.3
CldeCaAr,141520,41.9
CldeCaAr,823210,41.9
CldeCaAr,612320,57.6
CldeCaAr,354705,57.6
CldeCaAr,371110,26.8
CldeCaAr,954205,26.8
CldeCaAr,214745,38.9
CldeCaAr,823135,21.7
CldeCaAr,341250,54
CldeCaAr,232145,54
CldeCaAr,762340,11.1
CldeCaAr,773355,62.1
CldeCaAr,951320,62.1
CldeCaAr,716210,62.1
CldeCaAr,612305,62.1
CldeCaAr,630110,62.1
CldeCaAr,254405,62.1
CldeCaAr,262220,62.1
CldeCaAr,122735,18.2
CldeCaAr,723240,55.6
CldeCaAr,213125,55.6
CldeCaAr,376310,34.4
CldeCaAr,331305,11.2
CldeCaAr,761339,11.2
CldeCaAr,811650,50.5
CldeCaAr,811505,50.5
OFMAL,722235,69.4
OFMAL,231110,69.4
OFMAL,262130,15.8
OFMAL,322110,10.8
OFMAL,213425,10.8
OFMAL,953105,10.8
OFMAL,766125,10.8
OFMAL,122305,10.8
OFMAL,821220,40
OFMAL,770110,70
OFMAL,261820,10
OFMAL,711105,10
OFMAL,213420,34
OFMAL,720160,26
OFMAL,724440,70.2
OFMAL,782725,60.4
OFMAL,254505,48.5
OFMAL,622725,24.1
OFMAL,213140,50
OFMAL,515330,60.4
OFMAL,752225,10.8
OFMAL,354605,73
OFMAL,413230,52.5
OFMAL,820115,68
OFMAL,861205,60.1
OFMAL,761105,50.4
OFMAL,223535,89.6
OFMAL,811215,14.1
OFMAL,715140,35.7
OFMAL,725610,23
OFMAL,515205,23
OFMAL,524105,20.1
OFMAL,354140,10.7
OFMAL,721325,10.7
OFMAL,225106,88.8
OFMAL,262505,22.6
OFMAL,214710,5
OFMAL,765205,10
OFMAL,375105,30.9
OFMAL,715215,18.3
OFMAL,331205,15.8
OFMAL,311410,15.8
OFMAL,252535,39.5
OFMAL,783240,88.4
OFMAL,262115,9.3
OFMAL,782710,9.3
OFMAL,142345,9.3
OFMAL,414105,70.2
OFMAL,832110,48.3
OFMAL,768605,86.8
OFMAL,725105,86.8
OFMAL,622305,86.8
OFMAL,715510,46.5
OFMAL,710120,38.6
OFMAL,811315,50.4
OFMAL,811325,50
OFMAL,761205,71.9
OFMAL,141110,71.9
OFMAL,214930,20.8
OFMAL,775120,56.4
OFMAL,811625,17.9
OFMAL,353220,71.5
OFMAL,722115,82.3
OFMAL,234770,82.3
OFMAL,225115,11.4
OFMAL,251230,9.6
OFMAL,768205,9.6
OFMAL,234705,96.3
OFMAL,761324,5.3
OFMAL,131120,94.5
OFMAL,811410,12.5
OFMAL,752325,49.6
OFMAL,413225,94.9
OFMAL,768110,94.9
OFMAL,711215,94.9
OFMAL,841105,94.9
OFMAL,341120,9.4
OFMAL,523115,9.4
OFMAL,142105,9.4
OFMAL,251305,94.2
OFMAL,141305,16.1
OFMAL,822125,59.3
OFMAL,823250,59.3
OFMAL,341245,69.8
OFMAL,820120,79.9
OFMAL,914405,79.9
OFMAL,720125,20.2
AnLeSaGr,765010,69.4
AnLeSaGr,516310,40.6
AnLeSaGr,214505,60.4
AnLeSaGr,761363,79.5
AnLeSaGr,517425,63.7
AnLeSaGr,762105,45.7
AnLeSaGr,791155,56.1
AnLeSaGr,861115,31.3
AnLeSaGr,318705,89.9
AnLeSaGr,253110,64.4
AnLeSaGr,214515,30.9
AnLeSaGr,810110,55.4
AnLeSaGr,203205,64.7
AnLeSaGr,263105,33.8
AnLeSaGr,354140,4.3
AnLeSaGr,775115,55.4
AnLeSaGr,373225,61.9
AnLeSaGr,622610,18.3
AnLeSaGr,841210,64
AnLeSaGr,723230,76.3
AnLeSaGr,30110,91.4
AnLeSaGr,524315,61.2
AnLeSaGr,201105,27.7
OFMAL,351740,10.8
OFMAL,262125,29.1
OFMAL,241030,22.3
OFMAL,519925,80.2
OFMAL,213135,91.7
OFMAL,510120,10
OFMAL,261305,89.1
OFMAL,613120,80.5
OFMAL,513325,50.3
OFMAL,213305,50.3
OFMAL,520110,8.2
OFMAL,322410,51.4
OFMAL,411025,60.4
OFMAL,300110,82
OFMAL,342110,40.3
OFMAL,954105,60.1
OFMAL,225103,19.8
OFMAL,31205,14.8
OFMAL,813110,8.3
OFMAL,213315,37.8
OFMAL,831120,44.3
OFMAL,721420,62.3
OFMAL,840115,44.3
OFMAL,411045,76.7
OFMAL,311625,80.3
OFMAL,233205,69.1
OFMAL,811405,30.6
OFMAL,239205,30.6
OFMAL,342550,0
OFMAL,263115,31.3
OFMAL,316325,0
OFMAL,848305,40.6
OFMAL,211105,30.5
OFMAL,121010,50.6
OFMAL,519905,29.4
OFMAL,848305,81.6
OFMAL,251515,30.2
OFMAL,951310,0
OFMAL,239225,38.5
OFMAL,212215,0
OFMAL,262205,41.7
OFMAL,376410,11.1
OFMAL,821310,0
OFMAL,212310,91
OFMAL,354605,80.6
OFMAL,142410,40.7
OFMAL,231310,40.7
OFMAL,631010,0
OFMAL,261605,0
OFMAL,122615,41
OFMAL,752310,34.2
OFMAL,213310,70.9
OFMAL,811130,6.9
OFMAL,342515,38.9
OFMAL,821225,38.9
OFMAL,122745,63
OFMAL,752420,60.9
OFMAL,371205,19.6
OFMAL,213440,91.9
BrVaNo,766210,72.1
BrVaNo,261605,100
BrVaNo,773505,50.5
BrVaNo,223520,100
BrVaNo,722230,38
BrVaNo,513415,100
BrVaNo,225121,62.9
BrVaNo,225285,69.2
BrVaNo,914205,51.1
BrVaNo,761348,41.7
BrVaNo,232140,100
BrVaNo,710220,70.1
BrVaNo,223645,81.8
BrVaNo,731175,49.6
BrVaNo,239430,100
BrVaNo,341320,64
BrVaNo,516215,100
BrVaNo,742105,20.9
BrVaNo,214410,100
BrVaNo,782625,84.6
BrVaNo,720140,100
BrVaNo,954105,86.3
BrVaNo,213175,58.1
BrVaNo,848325,60.3
BrVaNo,741125,100
BrVaNo,201215,81.4
BrVaNo,742125,49.3
BrVaNo,770105,100
BrVaNo,773415,90.6
BrVaNo,723315,100
BrVaNo,710105,100
BrVaNo,731305,84.1
BrVaNo,122120,51.1
BrVaNo,516220,60.1
BrVaNo,782415,31.3
BrVaNo,841210,100
BrVaNo,234652,100
BrVaNo,223232,81.8
BrVaNo,234672,41
BrVaNo,395105,48.2
BrVaNo,721110,40.6
BrVaNo,203110,60.6
BrVaNo,224110,32.7
BrVaNo,517320,71.7
BrVaNo,253120,100
BrVaNo,376110,41
BrVaNo,848105,0
BrVaNo,30305,100
BrVaNo,951315,0
BrVaNo,725605,100
BrVaNo,623115,88.4
BrVaNo,222215,74.5
BrVaNo,862160,90.3
BrVaNo,213110,100
BrVaNo,253120,61.2
BrVaNo,374105,52.7
BrVaNo,214315,100
BrVaNo,214240,80.6
BrVaNo,992115,80.6
BrVaNo,213135,100
BrVaNo,791140,59.7
BrVaNo,612110,100
BrVaNo,622620,100
BrVaNo,781105,100
BrVaNo,821220,100
BrVaNo,214105,100
BrVaNo,215135,40.3
BrVaNo,142305,40.3
BrVaNo,513410,90.6
BrVaNo,312305,81
BrVaNo,391220,100
BrVaNo,241340,100
BrVaNo,414205,59
BrVaNo,212310,100
BrVaNo,914110,81.4
BrVaNo,223228,55.9
BrVaNo,316105,42.4
BrVaNo,225115,91.8
BrVaNo,21105,49.6
BrVaNo,225130,40.3
BrVaNo,424110,40.3
BrVaNo,262820,100
BrVaNo,761360,28.1
BrVaNo,732110,100
BrVaNo,342520,100
BrVaNo,811425,77.3
BrVaNo,711235,100
BrVaNo,511510,100
BrVaNo,762215,27.3
BrVaNo,225290,100
BrVaNo,122740,42.2
BrVaNo,821230,100
BrVaNo,811610,100
BrVaNo,731205,100
BrVaNo,352405,100
BrVaNo,724315,81.1
BrVaNo,521110,71.9
BrVaNo,311620,52.2
BrVaNo,782220,99.7
BrVaNo,214010,99.7
BrVaNo,732120,63.7
BrVaNo,239205,89.7
BrVaNo,262215,31.3
BrVaNo,910210,76.6
BrVaNo,322120,59
BrVaNo,377120,86.3
BrVaNo,111310,22.3
BrVaNo,515205,48.8
BrVaNo,833125,82.7
BrVaNo,612510,100
BrVaNo,351610,100
BrVaNo,122110,75.9
BrVaNo,822125,86
BrVaNo,234115,100
BrVaNo,353230,59.4
BrVaNo,233135,95.5
BrVaNo,630105,57.9
BrVaNo,761321,71.9
BrVaNo,223220,100
BrVaNo,631320,42.4
BrVaNo,374110,100
BrVaNo,862310,79.5
BrVaNo,613410,100
BrVaNo,811335,59
BrVaNo,763125,75.8
BrVaNo,142315,100
BrVaNo,723225,78.4
BrVaNo,913115,100
BrVaNo,951315,82.4
BrVaNo,374415,72.2
BrVaNo,225310,49.6
BrVaNo,351730,52.7
BrVaNo,840105,42.4
BrVaNo,821330,100
BrVaNo,783230,100
BrVaNo,991305,100
BrVaNo,761405,100
BrVaNo,766205,100
BrVaNo,142115,100
BrVaNo,811510,62.6
BrVaNo,318815,100
BrVaNo,233115,100
BrVaNo,142345,48.9
BrVaNo,773510,40.6
BrVaNo,317210,100
BrVaNo,821230,79.1
BrVaNo,391115,100
BrVaNo,725020,100
BrVaNo,632120,100
BrVaNo,860110,100
BrVaNo,841416,100
BrVaNo,262705,100
BrVaNo,351115,18
BrVaNo,911135,79.9
BrVaNo,322505,87.9
BrVaNo,811630,87.9
BrVaNo,142340,100
BrVaNo,413210,20.1
BrVaNo,341115,86.7
BrVaNo,716515,52.8
BrVaNo,841428,100
BrVaNo,351705,100
BrVaNo,613205,49.3
BrVaNo,782620,49.3
BrVaNo,314710,87.8
BrVaNo,203405,100
BrVaNo,510305,39.6
BrVaNo,712130,50.9
BrVaNo,763315,100
BrVaNo,253125,100
BrVaNo,842135,100
BrVaNo,420115,40.6
BrVaNo,123305,40.6
BrVaNo,514205,93.3
BrVaNo,374130,27.7
BrVaNo,376310,27.7
BrVaNo,203405,34
BrVaNo,332105,63.8
BrVaNo,623125,54
BrVaNo,514310,82.2
BrVaNo,622115,82.2
BrVaNo,811115,88.8
BrVaNo,712125,68
BrVaNo,225255,45
BrVaNo,762115,100
BrVaNo,322220,44.6
BrVaNo,313205,78.8
BrVaNo,954115,97.1
BrVaNo,953110,79.5
BrVaNo,842205,100
BrVaNo,764110,100
BrVaNo,613130,55.4
BrVaNo,131210,50.6
BrVaNo,811405,100
BrVaNo,782405,60.1
BrVaNo,722105,100
BrVaNo,312310,100
BrVaNo,911105,84.5
BrVaNo,768615,100
BrVaNo,783215,100
BrVaNo,711210,100
BrVaNo,30115,30.6
BrVaNo,731105,77.7
BrVaNo,513320,82.3
BrVaNo,142410,70.1
KaCeRe,919205,0
KaCeRe,351810,50.4
KaCeRe,333110,50.4
KaCeRe,234520,78.8
KaCeRe,517315,0
KaCeRe,821245,79.9
KaCeRe,225106,0
KaCeRe,313220,52.2
KaCeRe,234612,52.2
KaCeRe,214250,52.2
LuFedeAl,214365,89.5
LuFedeAl,710125,49.6
LuFedeAl,632515,48.9
LuFedeAl,760125,70.5
LuFedeAl,225330,79.9
LuFedeAl,262235,78.5
LuFedeAl,122720,39.7
LuFedeAl,122735,90.4
LuFedeAl,761351,90.4
LuFedeAl,765205,80
LuFedeAl,848315,85.4
LuFedeAl,342305,38.6
LuFedeAl,261425,84.3
LuFedeAl,811635,70.6
LuFedeAl,721315,84.3
LuFedeAl,752415,38.3
LuFedeAl,760120,34
LuFedeAl,377145,72.1
LuFedeAl,514320,40.5
LuFedeAl,239205,21.1
LuFedeAl,422115,48.8
LuFedeAl,261130,30.8
LuFedeAl,723105,59.9
LuFedeAl,513425,49.8
LuFedeAl,261130,12
LuFedeAl,811815,30
LuFedeAl,761205,77.8
LuFedeAl,342110,68.4
LuFedeAl,351310,50.1
LuFedeAl,511405,31.4
LuFedeAl,951105,90.4
LuFedeAl,377240,50.5
LuFedeAl,620115,37.6
LuFedeAl,234632,50.9
LuFedeAl,766155,41.2
LuFedeAl,791135,59.9
LuFedeAl,711115,40.1
LuFedeAl,234628,28.2
LuFedeAl,732105,40.1
LuFedeAl,910205,60.6
LuFedeAl,413105,40.5
LuFedeAl,841730,79.7
LuFedeAl,141610,49.8
LuFedeAl,376205,49.8
LuFedeAl,354805,8.8
LuFedeAl,764005,80.7
LuFedeAl,318005,61.3
LuFedeAl,30115,35.4
LuFedeAl,322215,10.9
LuFedeAl,992120,57.3
LuFedeAl,241220,74.6
LuFedeAl,717015,18.8
LuFedeAl,516220,18.8
LuFedeAl,515120,39.7
LuFedeAl,761225,62
LuFedeAl,516325,41.5
LuFedeAl,724315,23.2
LuFedeAl,214615,42.6
LuFedeAl,373105,58.8
LuFedeAl,122720,38.3
LuFedeAl,613205,65
LuFedeAl,214725,77.9
LuFedeAl,841448,66.4
LuFedeAl,631005,39.4
LuFedeAl,622015,15.3
LuFedeAl,212215,16
LuFedeAl,760605,21.4
LuFedeAl,410205,21.4
LuFedeAl,732130,76.1
LuFedeAl,242245,46.2
LuFedeAl,234652,8.8
LuFedeAl,712125,50.2
LuFedeAl,773105,74.3
LuFedeAl,622605,64.2
LuFedeAl,622610,33.6
LuFedeAl,351710,33.6
LuFedeAl,720120,76
LuFedeAl,20110,30.7
LuFedeAl,773325,12.4
OFMAL,30115,35.6
OFMAL,841625,10.1
OFMAL,202120,84.9
OFMAL,214280,5
OFMAL,810305,12.2
OFMAL,517410,8.3
OFMAL,711235,91.7
OFMAL,415105,55.8
OFMAL,311405,69.8
VaViEs,622720,50
WaAnAr,513315,41
VaViEs,316315,79.1
WaAnAr,861110,100
VaViEs,951315,79.1
WaAnAr,342530,80.2
WaAnAr,351405,60.1
VaViEs,225151,89.9
VaViEs,318705,19.4
WaAnAr,841310,100
VaViEs,950305,50
VaViEs,234725,50
VaViEs,234656,20.8
WaAnAr,253205,89.9
VaViEs,612620,9.6
WaAnAr,777115,100
VaViEs,777105,69.3
WaAnAr,320110,85.6
VaViEs,342110,69.3
WaAnAr,354415,100
VaViEs,716515,80.1
WaAnAr,239425,40.6
VaViEs,612505,58.9
WaAnAr,225154,40.6
VaViEs,215315,78.7
WaAnAr,519945,100
VaViEs,783105,9.3
WaAnAr,214750,50.7
VaViEs,622730,50.3
WaAnAr,142210,50.7
VaViEs,519910,78
WaAnAr,766105,100
VaViEs,313205,80.5
WaAnAr,620105,90.6
WaAnAr,321205,90.6
VaViEs,318810,21.1
WaAnAr,781705,40.6
WaAnAr,410210,70.9
VaViEs,377105,89.4
WaAnAr,761215,100
VaViEs,234664,50.6
WaAnAr,768310,100
WaAnAr,622610,80.9
WaAnAr,123805,60.1
VaViEs,641015,70
VaViEs,760125,90.9
VaViEs,261510,70
VaViEs,354140,18.2
VaViEs,716305,89.4
WaAnAr,750205,60.1
ReCiMo,214120,100
VaViEs,231305,50.9
WaAnAr,761250,100
WaAnAr,991115,100
VaViEs,511505,0
WaAnAr,20205,40.3
WaAnAr,517425,40.3
WaAnAr,513315,40.3
VaViEs,262425,19.4
ReCiMo,513210,10.1
VaViEs,823330,50
WaAnAr,783205,100
WaAnAr,715225,70.5
VaViEs,301205,89.6
WaAnAr,842115,100
ReCiMo,203310,10.1
VaViEs,122605,58.7
ReCiMo,342115,0
WaAnAr,262610,0
WaAnAr,262210,0
VaViEs,720125,80.6
WaAnAr,721405,100
WaAnAr,254110,80.9
ReCiMo,811205,75.2
WaAnAr,725310,91
VaViEs,731150,62.6
VaViEs,223244,100
